TechSupport,Dependents,StreamingMovies,PaymentMethod,OnlineBackup,OnlineSecurity,monthly_charges_bins,PhoneService,InternetService,MultipleLines,gender,Partner,SeniorCitizen,StreamingTV,PaperlessBilling,tenure_bins,Contract,DeviceProtection,customerID,Churn
Yes,No,Yes,Bank transfer (automatic),Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(36.0, 43.2]",Month-to-month,Yes,e19b5f84-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Electronic check,No,No,"(68.5, 78.55]",Yes,DSL,No,Female,Yes,No,Yes,Yes,"(7.2, 14.4]",Month-to-month,No,dd4c3e3a-82c9-11ec-954a-acde48001122,0
No,Yes,No,Electronic check,Yes,No,"(88.6, 98.65]",Yes,Fiber optic,No,Male,Yes,No,Yes,No,"(57.6, 64.8]",One year,Yes,e67be1e0-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,No,"(78.55, 88.6]",Yes,Fiber optic,No,Male,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,d8e273d2-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d83aee46-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(28.3, 38.35]",No,DSL,No phone service,Male,Yes,No,No,No,"(21.6, 28.8]",Month-to-month,Yes,e65eb6d8-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Electronic check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,Yes,No,No internet service,No,"(28.8, 36.0]",Month-to-month,No internet service,dc445fae-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,No,Male,No,No,Yes,Yes,"(21.6, 28.8]",Month-to-month,Yes,debd1578-82c9-11ec-954a-acde48001122,0
No,Yes,No,Electronic check,No,No,"(58.45, 68.5]",Yes,DSL,Yes,Female,Yes,Yes,Yes,Yes,"(57.6, 64.8]",One year,Yes,e753a42c-82c9-11ec-954a-acde48001122,0
Yes,No,No,Mailed check,No,Yes,"(28.3, 38.35]",No,DSL,No phone service,Male,Yes,No,No,No,"(-0.073, 7.2]",Month-to-month,No,e08f1428-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,Yes,No,No,Yes,"(14.4, 21.6]",Month-to-month,No,e9cf297e-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(48.4, 58.45]",No,DSL,No phone service,Male,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,Yes,e9790012-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,Yes,No,No internet service,No,"(64.8, 72.0]",Two year,No internet service,d80f3206-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(48.4, 58.45]",Yes,DSL,No,Female,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,d9cf8992-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),Yes,Yes,"(88.6, 98.65]",Yes,DSL,Yes,Male,Yes,No,Yes,No,"(64.8, 72.0]",Two year,Yes,d80ada94-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,No,"(68.5, 78.55]",Yes,DSL,No,Male,Yes,No,Yes,No,"(57.6, 64.8]",Two year,No,e084222a-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,Yes,Yes,Yes,"(7.2, 14.4]",Month-to-month,No,eadf4cfe-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Electronic check,No,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Male,Yes,No,Yes,No,"(50.4, 57.6]",Month-to-month,Yes,dd6d6dda-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),Yes,No,"(88.6, 98.65]",Yes,Fiber optic,No,Female,Yes,No,No,Yes,"(7.2, 14.4]",Month-to-month,No,dd104a4c-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,Yes,"(21.6, 28.8]",Two year,No internet service,dd48d088-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,No,"(78.55, 88.6]",Yes,DSL,Yes,Female,Yes,No,Yes,No,"(64.8, 72.0]",Two year,Yes,db1fcdf2-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,No,"(108.7, 118.75]",Yes,Fiber optic,Yes,Male,Yes,Yes,Yes,Yes,"(36.0, 43.2]",Month-to-month,Yes,db7975dc-82c9-11ec-954a-acde48001122,0
No,Yes,No,Electronic check,Yes,No,"(28.3, 38.35]",No,DSL,No phone service,Male,Yes,No,No,Yes,"(7.2, 14.4]",Month-to-month,No,e6b24a3c-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Credit card (automatic),Yes,Yes,"(48.4, 58.45]",Yes,DSL,No,Female,Yes,No,No,Yes,"(64.8, 72.0]",Two year,No,df113c16-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),Yes,Yes,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,No,No,No,Yes,"(57.6, 64.8]",One year,No,e3ec4140-82c9-11ec-954a-acde48001122,0
No,Yes,No,Credit card (automatic),Yes,Yes,"(68.5, 78.55]",Yes,DSL,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",One year,Yes,e7756eb8-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(36.0, 43.2]",Month-to-month,No internet service,dc8dda58-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,"(68.5, 78.55]",Yes,DSL,No,Female,Yes,No,No,No,"(28.8, 36.0]",Month-to-month,Yes,da176b54-82c9-11ec-954a-acde48001122,0
Yes,No,No,Electronic check,No,No,"(28.3, 38.35]",No,DSL,No phone service,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,dad746b8-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,Yes,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d84c0e88-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Electronic check,No,No,"(98.65, 108.7]",Yes,Fiber optic,No,Female,Yes,Yes,Yes,Yes,"(28.8, 36.0]",Month-to-month,Yes,dd54db12-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c7008a-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,No,"(48.4, 58.45]",No,DSL,No phone service,Female,No,No,Yes,No,"(21.6, 28.8]",One year,Yes,de60dd12-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,Yes,"(48.4, 58.45]",No,DSL,No phone service,Female,Yes,No,No,No,"(57.6, 64.8]",One year,Yes,ead83dce-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,dd9a83ce-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,Yes,"(48.4, 58.45]",Yes,DSL,Yes,Female,Yes,No,No,No,"(43.2, 50.4]",Month-to-month,No,e5ca34d6-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Mailed check,No,No,"(68.5, 78.55]",Yes,DSL,Yes,Female,No,No,Yes,No,"(7.2, 14.4]",One year,No,df7daf68-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Female,Yes,No,Yes,Yes,"(21.6, 28.8]",Month-to-month,No,e477800c-82c9-11ec-954a-acde48001122,0
No,No,Yes,Mailed check,No,Yes,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,No,No,Yes,No,"(14.4, 21.6]",Month-to-month,Yes,ea1228f0-82c9-11ec-954a-acde48001122,0
No,Yes,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d9980ba2-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Mailed check,No,No,"(88.6, 98.65]",Yes,Fiber optic,No,Male,Yes,No,Yes,No,"(-0.073, 7.2]",Month-to-month,No,e824aa04-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,Yes,"(7.2, 14.4]",Month-to-month,No internet service,d7f8f1ee-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,Yes,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,e2113a92-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,No,Male,Yes,No,Yes,No,"(28.8, 36.0]",Month-to-month,No,e9c27cb0-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,Yes,"(38.35, 48.4]",No,DSL,No phone service,Female,No,No,Yes,Yes,"(43.2, 50.4]",Month-to-month,No,e2e37b10-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,No,"(68.5, 78.55]",Yes,DSL,Yes,Male,Yes,Yes,No,Yes,"(64.8, 72.0]",One year,Yes,e08b73c2-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,Yes,No,"(108.7, 118.75]",Yes,Fiber optic,Yes,Male,No,No,Yes,Yes,"(64.8, 72.0]",Month-to-month,Yes,de1246a2-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Electronic check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,Yes,"(7.2, 14.4]",Two year,No internet service,dbdd2546-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,Yes,"(14.4, 21.6]",One year,No internet service,dd764900-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(38.35, 48.4]",Yes,DSL,No,Male,No,No,No,No,"(7.2, 14.4]",Month-to-month,No,d83d8232-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,Yes,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,e94a989e-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(64.8, 72.0]",Two year,No internet service,d7cfca62-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Mailed check,No,Yes,"(58.45, 68.5]",Yes,DSL,No,Male,No,No,No,No,"(14.4, 21.6]",One year,Yes,e82012fa-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(48.4, 58.45]",Yes,DSL,No,Female,Yes,No,Yes,No,"(-0.073, 7.2]",Month-to-month,No,e1fdd0e2-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(57.6, 64.8]",One year,Yes,eb027832-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(21.6, 28.8]",Month-to-month,Yes,e8d561c8-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,Yes,"(7.2, 14.4]",One year,No internet service,dd5a08b2-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(38.35, 48.4]",No,DSL,No phone service,Female,No,Yes,Yes,No,"(-0.073, 7.2]",Month-to-month,No,e9658b5e-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c7df5a-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),No,Yes,"(28.3, 38.35]",No,DSL,No phone service,Male,Yes,Yes,No,No,"(-0.073, 7.2]",Month-to-month,No,e530d19c-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),No,Yes,"(58.45, 68.5]",No,DSL,No phone service,Female,Yes,No,Yes,No,"(57.6, 64.8]",Two year,Yes,dab45978-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(7.2, 14.4]",Month-to-month,No internet service,d7e66a4c-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),Yes,Yes,"(48.4, 58.45]",Yes,DSL,No,Female,No,No,No,No,"(43.2, 50.4]",Two year,No,e5f2ec82-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),Yes,No,"(28.3, 38.35]",No,DSL,No phone service,Male,No,Yes,No,Yes,"(7.2, 14.4]",Month-to-month,No,e6116d92-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),Yes,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Female,Yes,No,No,No,"(36.0, 43.2]",Month-to-month,Yes,dcf6e9bc-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,Yes,"(88.6, 98.65]",Yes,Fiber optic,No,Male,No,No,Yes,No,"(50.4, 57.6]",One year,Yes,e5ab4058-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,Yes,"(21.6, 28.8]",Two year,No internet service,dd2cea3a-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Female,No,No,No,No,"(-0.073, 7.2]",Month-to-month,Yes,e9d6ab7c-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(43.2, 50.4]",Two year,No internet service,d94149ac-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,No,Male,No,No,Yes,No,"(57.6, 64.8]",Two year,Yes,de7b9d5a-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(50.4, 57.6]",One year,No internet service,d8453676-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,Yes,"(-0.073, 7.2]",Month-to-month,No internet service,d7ca9416-82c9-11ec-954a-acde48001122,0
Yes,No,No,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,Yes,db35fffa-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,Yes,"(48.4, 58.45]",Yes,DSL,No,Male,No,No,No,No,"(-0.073, 7.2]",Month-to-month,Yes,d8c2f46c-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),Yes,Yes,"(88.6, 98.65]",Yes,DSL,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d8257d2c-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(64.8, 72.0]",Two year,No internet service,dd5ae804-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,Yes,"(21.6, 28.8]",Month-to-month,No internet service,daa77b04-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,No,Yes,Yes,Yes,"(64.8, 72.0]",One year,Yes,eb0a91e8-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,No,Yes,Yes,Yes,"(21.6, 28.8]",Month-to-month,No,d8fc98e8-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),Yes,Yes,"(68.5, 78.55]",Yes,DSL,No,Female,No,No,Yes,No,"(64.8, 72.0]",Two year,Yes,daf0e2c6-82c9-11ec-954a-acde48001122,0
No,Yes,No,Bank transfer (automatic),No,Yes,"(28.3, 38.35]",No,DSL,No phone service,Male,Yes,No,No,No,"(28.8, 36.0]",One year,No,ea4f2dfe-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),Yes,No,"(78.55, 88.6]",Yes,DSL,No,Male,Yes,No,Yes,No,"(28.8, 36.0]",Two year,Yes,dbc78c04-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(18.148999999999997, 28.3]",No,DSL,No phone service,Female,No,No,No,No,"(-0.073, 7.2]",Month-to-month,No,d81ea088-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),Yes,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,No,Yes,No,Yes,"(57.6, 64.8]",Two year,No,e5ddaaac-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Mailed check,Yes,Yes,"(68.5, 78.55]",Yes,DSL,No,Female,Yes,No,No,Yes,"(57.6, 64.8]",Two year,Yes,dfb49ad2-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),Yes,Yes,"(78.55, 88.6]",Yes,Fiber optic,No,Male,Yes,Yes,No,Yes,"(64.8, 72.0]",Two year,No,db049ca8-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),Yes,No,"(48.4, 58.45]",No,DSL,No phone service,Male,Yes,No,Yes,No,"(43.2, 50.4]",Two year,Yes,e40c12b8-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),Yes,Yes,"(68.5, 78.55]",Yes,DSL,No,Male,Yes,No,Yes,No,"(57.6, 64.8]",One year,No,daed5584-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(14.4, 21.6]",One year,No internet service,d9160062-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),No,Yes,"(48.4, 58.45]",Yes,DSL,No,Female,No,No,No,No,"(7.2, 14.4]",Month-to-month,No,e48928a2-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),Yes,Yes,"(58.45, 68.5]",Yes,DSL,Yes,Male,Yes,No,No,No,"(64.8, 72.0]",One year,Yes,e6596cdc-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),Yes,No,"(68.5, 78.55]",Yes,DSL,No,Female,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,e408815c-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7c9b366-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,No,"(98.65, 108.7]",Yes,Fiber optic,No,Female,Yes,No,Yes,Yes,"(50.4, 57.6]",Month-to-month,Yes,dad3dfaa-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,No,Female,Yes,No,Yes,Yes,"(21.6, 28.8]",Month-to-month,No,dea87474-82c9-11ec-954a-acde48001122,0
Yes,No,No,Bank transfer (automatic),No,No,"(68.5, 78.55]",Yes,Fiber optic,Yes,Female,Yes,Yes,No,Yes,"(50.4, 57.6]",Month-to-month,No,da336bb0-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,Yes,No,No internet service,No,"(64.8, 72.0]",Two year,No internet service,d80696b4-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Credit card (automatic),Yes,Yes,"(48.4, 58.45]",No,DSL,No phone service,Female,Yes,No,Yes,No,"(64.8, 72.0]",Two year,Yes,df1218ac-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,Yes,Yes,Yes,"(36.0, 43.2]",Month-to-month,No,eade6834-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(68.5, 78.55]",Yes,DSL,No,Female,No,No,Yes,Yes,"(-0.073, 7.2]",One year,Yes,e9de346e-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,Yes,No,No internet service,No,"(50.4, 57.6]",Two year,No internet service,dcaca4f6-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(38.35, 48.4]",Yes,DSL,No,Female,No,Yes,No,No,"(-0.073, 7.2]",Month-to-month,No,d9bc7546-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,No,No,Yes,Yes,"(43.2, 50.4]",Month-to-month,Yes,e0470a7a-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,No,No,No internet service,Yes,"(36.0, 43.2]",Two year,No internet service,dbfa5fda-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(57.6, 64.8]",Two year,No internet service,d7fb80f8-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Female,No,No,No,Yes,"(21.6, 28.8]",Month-to-month,No,e9d5bb4a-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Mailed check,Yes,Yes,"(78.55, 88.6]",Yes,DSL,No,Male,Yes,No,Yes,No,"(64.8, 72.0]",Two year,Yes,dfbc85da-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),No,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Male,Yes,No,Yes,No,"(36.0, 43.2]",One year,No,e0d174c6-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Electronic check,Yes,No,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,dbc94490-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),No,Yes,"(88.6, 98.65]",Yes,Fiber optic,No,Female,No,No,No,Yes,"(21.6, 28.8]",One year,Yes,e020c09a-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),Yes,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,No,Yes,Yes,"(43.2, 50.4]",Month-to-month,No,e5faf76a-82c9-11ec-954a-acde48001122,0
Yes,No,No,Mailed check,Yes,No,"(58.45, 68.5]",Yes,DSL,No,Female,No,No,Yes,No,"(7.2, 14.4]",Month-to-month,No,dfef6b94-82c9-11ec-954a-acde48001122,0
No,Yes,No,Credit card (automatic),No,Yes,"(28.3, 38.35]",No,DSL,No phone service,Female,Yes,No,No,No,"(-0.073, 7.2]",Month-to-month,No,e7087560-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,No,No,Yes,No,"(64.8, 72.0]",Two year,Yes,de85f0d4-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),No,Yes,"(78.55, 88.6]",Yes,Fiber optic,No,Male,No,No,No,No,"(7.2, 14.4]",Month-to-month,Yes,e53c2420-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),No,Yes,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,No,"(64.8, 72.0]",Two year,No,e3a4e9c6-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),No,No,"(38.35, 48.4]",Yes,DSL,No,Male,No,No,No,No,"(-0.073, 7.2]",Month-to-month,No,d9b46630-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(50.4, 57.6]",One year,No,de3d94e2-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Month-to-month,Yes,d959e962-82c9-11ec-954a-acde48001122,0
No,No,Yes,Mailed check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,No,No,Yes,No,"(36.0, 43.2]",One year,No,e9f9b75c-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,No,Male,Yes,No,Yes,No,"(64.8, 72.0]",Two year,Yes,ddabc616-82c9-11ec-954a-acde48001122,0
