InternetService,Dependents,Partner,StreamingTV,OnlineSecurity,PaperlessBilling,SeniorCitizen,StreamingMovies,tenure_bins,PaymentMethod,DeviceProtection,Contract,TechSupport,monthly_charges_bins,MultipleLines,gender,PhoneService,OnlineBackup,customerID,Churn
DSL,No,Yes,Yes,No,No,Yes,No,"(64.8, 72.0]",Credit card (automatic),Yes,Two year,Yes,"(68.5, 78.55]",Yes,Male,Yes,Yes,cc77ee2a-7b0c-11ec-a944-acde48001122,0
DSL,Yes,No,No,No,No,No,No,"(28.8, 36.0]",Mailed check,No,Month-to-month,No,"(48.4, 58.45]",Yes,Female,Yes,No,d38d6208-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(28.8, 36.0]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c5ea4cf6-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,No,bed07a58-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,No,Yes,"(7.2, 14.4]",Electronic check,No,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,No,bf40ca4c-7b0c-11ec-a944-acde48001122,1
DSL,No,No,Yes,Yes,Yes,No,Yes,"(-0.073, 7.2]",Mailed check,Yes,Two year,Yes,"(58.45, 68.5]",No phone service,Female,No,Yes,cb157246-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,Yes,Yes,No,Yes,"(43.2, 50.4]",Electronic check,Yes,Month-to-month,Yes,"(108.7, 118.75]",Yes,Female,Yes,Yes,c317ca44-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,Yes,Yes,No,Yes,"(36.0, 43.2]",Electronic check,Yes,Month-to-month,No,"(98.65, 108.7]",Yes,Female,Yes,No,c30e81a0-7b0c-11ec-a944-acde48001122,1
DSL,No,No,No,No,Yes,No,No,"(-0.073, 7.2]",Credit card (automatic),No,Month-to-month,No,"(48.4, 58.45]",Yes,Male,Yes,No,cde30f56-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(64.8, 72.0]",Bank transfer (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bef07ba0-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,"(64.8, 72.0]",Electronic check,Yes,Two year,Yes,"(98.65, 108.7]",No,Female,Yes,Yes,c8ca7586-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,Yes,No,No,"(-0.073, 7.2]",Mailed check,Yes,Month-to-month,Yes,"(88.6, 98.65]",No,Male,Yes,No,d1cc8408-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,Yes,No,No internet service,"(50.4, 57.6]",Mailed check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c57cc154-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,Yes,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(38.35, 48.4]",No,Female,Yes,No,bedc63b8-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,Yes,Yes,No,Yes,"(43.2, 50.4]",Electronic check,No,Two year,Yes,"(108.7, 118.75]",Yes,Female,Yes,Yes,c315eb84-7b0c-11ec-a944-acde48001122,1
Fiber optic,Yes,Yes,No,No,Yes,No,No,"(64.8, 72.0]",Bank transfer (automatic),No,One year,No,"(68.5, 78.55]",Yes,Female,Yes,No,c7fc9ff8-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,Yes,No,No,Yes,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(38.35, 48.4]",No phone service,Male,No,Yes,cc7b2e3c-7b0c-11ec-a944-acde48001122,1
DSL,No,No,Yes,No,No,No,No,"(28.8, 36.0]",Mailed check,No,Month-to-month,Yes,"(58.45, 68.5]",Yes,Female,Yes,No,ce2fdc5a-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,Yes,No,Yes,Yes,No,"(50.4, 57.6]",Credit card (automatic),Yes,One year,No,"(68.5, 78.55]",Yes,Male,Yes,Yes,cbaadd36-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,Yes,No,No internet service,"(64.8, 72.0]",Bank transfer (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,c0f8efb8-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,"(64.8, 72.0]",Electronic check,Yes,Two year,No,"(98.65, 108.7]",Yes,Male,Yes,Yes,c07cd5cc-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,Yes,No,Yes,No,Yes,"(-0.073, 7.2]",Electronic check,Yes,Month-to-month,Yes,"(98.65, 108.7]",No,Male,Yes,Yes,c217bfaa-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,No,Yes,Yes,Yes,No,"(64.8, 72.0]",Bank transfer (automatic),No,One year,Yes,"(58.45, 68.5]",No,Male,Yes,Yes,cca2d19e-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,"(64.8, 72.0]",Electronic check,Yes,Two year,Yes,"(108.7, 118.75]",Yes,Female,Yes,Yes,c95fd39c-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(43.2, 50.4]",Mailed check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,c605407e-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,No,Yes,"(7.2, 14.4]",Electronic check,Yes,Month-to-month,Yes,"(88.6, 98.65]",No,Female,Yes,No,d0547fc2-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,Yes,Yes,No,No,No,Yes,"(14.4, 21.6]",Electronic check,No,Month-to-month,No,"(78.55, 88.6]",No,Female,Yes,No,c1b8374c-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,Yes,No,Yes,Yes,No,"(14.4, 21.6]",Electronic check,No,Month-to-month,No,"(78.55, 88.6]",Yes,Male,Yes,Yes,c3497b02-7b0c-11ec-a944-acde48001122,1
No,No,Yes,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Mailed check,No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bff86ef4-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,No,Yes,Yes,No,"(28.8, 36.0]",Bank transfer (automatic),Yes,One year,No,"(78.55, 88.6]",Yes,Male,Yes,No,c4607d56-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,bf3d21e4-7b0c-11ec-a944-acde48001122,0
No,No,Yes,No internet service,No internet service,Yes,No,No internet service,"(43.2, 50.4]",Mailed check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,c704fc94-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,Yes,No,Yes,Yes,"(21.6, 28.8]",Mailed check,No,Month-to-month,No,"(38.35, 48.4]",No phone service,Male,No,No,d52ac3e4-7b0c-11ec-a944-acde48001122,1
No,No,No,No internet service,No internet service,No,No,No internet service,"(7.2, 14.4]",Credit card (automatic),No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bf02e79a-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,Yes,No,No internet service,"(36.0, 43.2]",Bank transfer (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,bf87a110-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,Yes,Yes,Yes,"(14.4, 21.6]",Electronic check,Yes,Month-to-month,No,"(98.65, 108.7]",Yes,Male,Yes,Yes,c3ac7266-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,No,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,Yes,"(88.6, 98.65]",No,Female,Yes,Yes,d158b0c8-7b0c-11ec-a944-acde48001122,1
No,Yes,No,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bed2588c-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,No,No,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,No,bfc81a2e-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,No,Yes,No,No,No,Yes,"(-0.073, 7.2]",Mailed check,Yes,Month-to-month,No,"(88.6, 98.65]",No,Male,Yes,No,c7c08a40-7b0c-11ec-a944-acde48001122,1
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,"(43.2, 50.4]",Electronic check,No,Month-to-month,No,"(98.65, 108.7]",Yes,Female,Yes,Yes,c5a2c8b8-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(78.55, 88.6]",Yes,Male,Yes,No,c097e20e-7b0c-11ec-a944-acde48001122,0
No,Yes,No,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c6f3a7d2-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,Yes,Yes,No,"(-0.073, 7.2]",Electronic check,Yes,Month-to-month,No,"(78.55, 88.6]",No,Female,Yes,No,c0bb4bae-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,becc6ad0-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",Yes,Female,Yes,No internet service,c629b3d2-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,No,No,No,"(-0.073, 7.2]",Bank transfer (automatic),No,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,No,bf82fcf0-7b0c-11ec-a944-acde48001122,1
DSL,Yes,Yes,No,Yes,Yes,No,No,"(64.8, 72.0]",Bank transfer (automatic),Yes,Two year,Yes,"(58.45, 68.5]",No,Male,Yes,No,d4f70a40-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Bank transfer (automatic),No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",Yes,Female,Yes,No internet service,c62daad2-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,Yes,Yes,No,No,No,"(57.6, 64.8]",Credit card (automatic),Yes,Two year,Yes,"(68.5, 78.55]",No,Female,Yes,Yes,d43b71e0-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,No,No,Yes,No,Yes,"(57.6, 64.8]",Mailed check,No,One year,Yes,"(68.5, 78.55]",Yes,Male,Yes,Yes,cab05faa-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,Yes,No,No,No,"(7.2, 14.4]",Mailed check,No,One year,Yes,"(48.4, 58.45]",No,Female,Yes,No,c0e4e810-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,Yes,No,No,Yes,"(7.2, 14.4]",Bank transfer (automatic),Yes,Month-to-month,No,"(58.45, 68.5]",No,Female,Yes,No,ceeeec94-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,"(64.8, 72.0]",Bank transfer (automatic),Yes,One year,No,"(98.65, 108.7]",Yes,Male,Yes,Yes,c25a80ba-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,No,No,Yes,No,Yes,"(7.2, 14.4]",Bank transfer (automatic),No,Month-to-month,No,"(88.6, 98.65]",Yes,Female,Yes,Yes,c7effdb6-7b0c-11ec-a944-acde48001122,1
DSL,No,Yes,No,Yes,Yes,No,No,"(36.0, 43.2]",Electronic check,Yes,One year,No,"(38.35, 48.4]",No phone service,Male,No,Yes,cc2513da-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,No,No,Yes,Yes,Yes,"(-0.073, 7.2]",Credit card (automatic),Yes,Month-to-month,Yes,"(88.6, 98.65]",No,Male,Yes,Yes,d2283028-7b0c-11ec-a944-acde48001122,1
No,No,No,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Mailed check,No internet service,One year,No internet service,"(18.148999999999997, 28.3]",Yes,Male,Yes,No internet service,c628b194-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,Yes,No,Yes,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,No,d1f25aa2-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,No,d270196a-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,Yes,Yes,No,Yes,No,Yes,"(43.2, 50.4]",Credit card (automatic),Yes,One year,Yes,"(98.65, 108.7]",No,Male,Yes,No,c265aeae-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,Yes,No,"(7.2, 14.4]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,Yes,bfc9068c-7b0c-11ec-a944-acde48001122,1
No,No,No,No internet service,No internet service,Yes,No,No internet service,"(7.2, 14.4]",Bank transfer (automatic),No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,bffdfd42-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,Yes,No,No,Yes,"(7.2, 14.4]",Bank transfer (automatic),No,Month-to-month,Yes,"(58.45, 68.5]",No,Female,Yes,Yes,cef005e8-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(14.4, 21.6]",Mailed check,No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,beff3492-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,Yes,Yes,No,No,"(7.2, 14.4]",Credit card (automatic),No,Month-to-month,No,"(48.4, 58.45]",Yes,Male,Yes,No,cf756c88-7b0c-11ec-a944-acde48001122,0
No,No,Yes,No internet service,No internet service,No,No,No internet service,"(57.6, 64.8]",Bank transfer (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Male,Yes,No internet service,c55ae926-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,Yes,No,No,No,"(50.4, 57.6]",Mailed check,Yes,Month-to-month,No,"(88.6, 98.65]",No,Male,Yes,No,c38105ea-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,Yes,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,becda29c-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,becacb8a-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,No,Yes,No,Yes,"(50.4, 57.6]",Bank transfer (automatic),No,One year,Yes,"(68.5, 78.55]",No,Male,Yes,Yes,caf72f0c-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,No,Yes,No internet service,"(50.4, 57.6]",Bank transfer (automatic),No internet service,One year,No internet service,"(18.148999999999997, 28.3]",Yes,Male,Yes,No internet service,c53f4ab8-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,"(64.8, 72.0]",Bank transfer (automatic),Yes,Two year,Yes,"(108.7, 118.75]",Yes,Male,Yes,Yes,bf0ee8ba-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(36.0, 43.2]",Electronic check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Female,Yes,No internet service,c6598fe4-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,Yes,Yes,Yes,No,No,"(50.4, 57.6]",Credit card (automatic),No,Two year,Yes,"(68.5, 78.55]",No,Female,Yes,Yes,cbff3ac0-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(50.4, 57.6]",Mailed check,No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Male,Yes,No internet service,bfa25078-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,No,Yes,Yes,No,No,"(-0.073, 7.2]",Electronic check,Yes,Month-to-month,No,"(78.55, 88.6]",Yes,Male,Yes,No,c98e64e6-7b0c-11ec-a944-acde48001122,1
No,No,No,No internet service,No internet service,No,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,bee68280-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,No,Yes,Yes,Yes,"(7.2, 14.4]",Credit card (automatic),No,Month-to-month,No,"(98.65, 108.7]",Yes,Male,Yes,Yes,c3017a50-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,Yes,Yes,No,Yes,No,Yes,"(50.4, 57.6]",Bank transfer (automatic),Yes,One year,No,"(88.6, 98.65]",No,Female,Yes,No,c279004e-7b0c-11ec-a944-acde48001122,1
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(21.6, 28.8]",Credit card (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Female,Yes,No internet service,c666b7b4-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,Yes,Yes,Yes,No,No,"(-0.073, 7.2]",Electronic check,Yes,Month-to-month,Yes,"(68.5, 78.55]",No,Female,Yes,Yes,d48c10fa-7b0c-11ec-a944-acde48001122,0
DSL,No,No,Yes,No,Yes,Yes,Yes,"(28.8, 36.0]",Electronic check,Yes,Month-to-month,No,"(48.4, 58.45]",No phone service,Female,No,Yes,cacad4c0-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,Yes,No,No,No,No,"(-0.073, 7.2]",Electronic check,Yes,Month-to-month,No,"(58.45, 68.5]",Yes,Male,Yes,No,ccb03f6e-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,No,Yes,No,No,"(14.4, 21.6]",Bank transfer (automatic),No,Month-to-month,No,"(78.55, 88.6]",Yes,Male,Yes,Yes,c4c54fe2-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,Yes,No,No,Yes,"(7.2, 14.4]",Mailed check,No,Month-to-month,No,"(88.6, 98.65]",Yes,Male,Yes,No,c36997de-7b0c-11ec-a944-acde48001122,1
DSL,Yes,Yes,Yes,Yes,No,No,Yes,"(64.8, 72.0]",Credit card (automatic),Yes,Two year,Yes,"(88.6, 98.65]",Yes,Male,Yes,Yes,bf05aaf2-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,No,Yes,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(78.55, 88.6]",Yes,Male,Yes,No,bf0fd982-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,Yes,Yes,No,Yes,No,Yes,"(50.4, 57.6]",Electronic check,No,Month-to-month,No,"(88.6, 98.65]",Yes,Male,Yes,No,c27da0ea-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,No,No,No,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(68.5, 78.55]",Yes,Male,Yes,No,d0800a16-7b0c-11ec-a944-acde48001122,1
DSL,Yes,Yes,Yes,No,No,No,Yes,"(64.8, 72.0]",Credit card (automatic),Yes,Two year,Yes,"(58.45, 68.5]",No phone service,Female,No,Yes,d55a481c-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,No,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,No,bf84dde0-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,Yes,No,Yes,No,Yes,"(7.2, 14.4]",Mailed check,No,Month-to-month,Yes,"(98.65, 108.7]",Yes,Male,Yes,No,c0f1e556-7b0c-11ec-a944-acde48001122,1
No,No,No,No internet service,No internet service,Yes,No,No internet service,"(-0.073, 7.2]",Mailed check,No internet service,Month-to-month,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,becf8b3e-7b0c-11ec-a944-acde48001122,0
DSL,No,Yes,Yes,Yes,Yes,No,No,"(28.8, 36.0]",Credit card (automatic),No,One year,Yes,"(68.5, 78.55]",Yes,Male,Yes,No,cbed1cd2-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,Yes,Yes,No,No,"(7.2, 14.4]",Bank transfer (automatic),No,Month-to-month,No,"(28.3, 38.35]",No phone service,Female,No,No,cf77b416-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,No,Yes,No,No,"(-0.073, 7.2]",Bank transfer (automatic),No,Month-to-month,No,"(38.35, 48.4]",No,Male,Yes,No,bf12a87e-7b0c-11ec-a944-acde48001122,1
DSL,Yes,Yes,No,Yes,No,No,No,"(7.2, 14.4]",Bank transfer (automatic),No,Month-to-month,Yes,"(58.45, 68.5]",No,Female,Yes,Yes,d327bcf0-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,Yes,No,No,No,"(7.2, 14.4]",Mailed check,Yes,One year,No,"(38.35, 48.4]",No phone service,Male,No,Yes,cd464766-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,Yes,No,Yes,No,No,"(64.8, 72.0]",Electronic check,No,One year,No,"(88.6, 98.65]",Yes,Male,Yes,Yes,c909f2ba-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,Yes,Yes,Yes,No,Yes,"(36.0, 43.2]",Electronic check,No,Month-to-month,No,"(98.65, 108.7]",Yes,Male,Yes,Yes,c30bb876-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,"(50.4, 57.6]",Electronic check,Yes,Two year,Yes,"(98.65, 108.7]",No,Male,Yes,Yes,c8364d2a-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,"(64.8, 72.0]",Electronic check,No,Two year,No,"(88.6, 98.65]",Yes,Female,Yes,Yes,c5da3582-7b0c-11ec-a944-acde48001122,0
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Mailed check,Yes,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,No,bfc9f416-7b0c-11ec-a944-acde48001122,1
Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,"(57.6, 64.8]",Electronic check,Yes,One year,Yes,"(108.7, 118.75]",Yes,Female,Yes,Yes,c071a1b6-7b0c-11ec-a944-acde48001122,0
No,Yes,Yes,No internet service,No internet service,Yes,No,No internet service,"(36.0, 43.2]",Bank transfer (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",Yes,Female,Yes,No internet service,c6988442-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,No,Yes,Yes,Yes,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,No,c05983f6-7b0c-11ec-a944-acde48001122,1
DSL,Yes,Yes,No,No,Yes,No,No,"(-0.073, 7.2]",Mailed check,Yes,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,Yes,c0331aea-7b0c-11ec-a944-acde48001122,1
DSL,No,No,No,Yes,No,No,No,"(28.8, 36.0]",Mailed check,No,One year,No,"(28.3, 38.35]",No phone service,Female,No,No,cf1c40f4-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,Yes,No,"(64.8, 72.0]",Credit card (automatic),No,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,Yes,d22b830e-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,No,No,No,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,No,bee2ead0-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,No,No,No,No,No,"(-0.073, 7.2]",Credit card (automatic),Yes,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,No,c48e7fd0-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,"(36.0, 43.2]",Electronic check,No,Month-to-month,No,"(88.6, 98.65]",Yes,Male,Yes,No,c21f18b8-7b0c-11ec-a944-acde48001122,1
Fiber optic,No,No,No,No,Yes,Yes,Yes,"(7.2, 14.4]",Electronic check,No,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,No,bfdacce6-7b0c-11ec-a944-acde48001122,1
No,Yes,Yes,No internet service,No internet service,No,No,No internet service,"(28.8, 36.0]",Mailed check,No internet service,One year,No internet service,"(18.148999999999997, 28.3]",No,Female,Yes,No internet service,c0c47a6c-7b0c-11ec-a944-acde48001122,0
Fiber optic,No,No,No,No,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,No,bece9f9e-7b0c-11ec-a944-acde48001122,1
DSL,No,No,Yes,No,Yes,No,No,"(21.6, 28.8]",Bank transfer (automatic),Yes,Month-to-month,No,"(58.45, 68.5]",No,Female,Yes,No,ced594b0-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,Yes,No,Yes,No,Yes,"(64.8, 72.0]",Credit card (automatic),Yes,Two year,No,"(48.4, 58.45]",No phone service,Female,No,Yes,d442677a-7b0c-11ec-a944-acde48001122,0
Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,"(64.8, 72.0]",Bank transfer (automatic),No,Two year,Yes,"(98.65, 108.7]",Yes,Male,Yes,No,c77f3432-7b0c-11ec-a944-acde48001122,0
DSL,Yes,Yes,No,No,Yes,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,Yes,"(48.4, 58.45]",Yes,Male,Yes,No,d2e125d8-7b0c-11ec-a944-acde48001122,0
No,No,No,No internet service,No internet service,Yes,No,No internet service,"(28.8, 36.0]",Bank transfer (automatic),No internet service,Two year,No internet service,"(18.148999999999997, 28.3]",No,Male,Yes,No internet service,c5126336-7b0c-11ec-a944-acde48001122,0
