TechSupport,InternetService,DeviceProtection,StreamingTV,OnlineSecurity,monthly_charges_bins,tenure_bins,OnlineBackup,PaymentMethod,Contract,Dependents,Partner,gender,SeniorCitizen,PhoneService,MultipleLines,PaperlessBilling,StreamingMovies,customerID,Churn
Yes,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(57.6, 64.8]",No,Bank transfer (automatic),One year,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,cb64bc7e-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,Yes,Yes,Female,No,Yes,No,No,Yes,cf265728-82c9-11ec-acdd-acde48001122,1
No,DSL,No,No,No,"(48.4, 58.45]","(28.8, 36.0]",Yes,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,d04a06b8-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Mailed check,Two year,Yes,No,Female,No,Yes,No,No,No internet service,c86101d6-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(57.6, 64.8]",Yes,Credit card (automatic),Two year,Yes,Yes,Male,No,Yes,Yes,No,Yes,cfd80004-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,Yes,Male,Yes,Yes,Yes,No,No,c583de5c-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,Yes,"(48.4, 58.45]","(57.6, 64.8]",No,Bank transfer (automatic),One year,Yes,Yes,Female,No,Yes,No,Yes,No,d1f8faa0-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,No,No,"(28.3, 38.35]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,Yes,Male,Yes,No,No phone service,Yes,No,d1a22f36-82c9-11ec-acdd-acde48001122,0
No,DSL,No,Yes,No,"(38.35, 48.4]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,Yes,Female,Yes,No,No phone service,No,Yes,d22abf90-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Bank transfer (automatic),Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,No,cfe7b7e2-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Bank transfer (automatic),One year,Yes,Yes,Male,No,Yes,Yes,No,No internet service,c8cb13e6-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(64.8, 72.0]",No,Bank transfer (automatic),One year,No,Yes,Male,No,Yes,Yes,No,Yes,d46cfb60-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,Yes,"(88.6, 98.65]","(43.2, 50.4]",Yes,Electronic check,One year,Yes,Yes,Male,No,Yes,No,Yes,Yes,d363d95a-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(58.45, 68.5]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,Yes,Yes,Male,No,No,No phone service,Yes,Yes,c52281ac-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,No,Yes,"(88.6, 98.65]","(28.8, 36.0]",No,Electronic check,Month-to-month,Yes,Yes,Male,No,Yes,Yes,No,No,cd1d92a2-82c9-11ec-acdd-acde48001122,0
No,DSL,No,Yes,No,"(48.4, 58.45]","(-0.073, 7.2]",Yes,Electronic check,Month-to-month,No,No,Female,No,No,No phone service,No,Yes,d1830ee4-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,Yes,No,Female,No,Yes,No,Yes,Yes,cf272da6-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(36.0, 43.2]",No internet service,Bank transfer (automatic),Month-to-month,No,Yes,Male,No,Yes,No,No,No internet service,c9e52866-82c9-11ec-acdd-acde48001122,0
No,DSL,No,Yes,Yes,"(58.45, 68.5]","(50.4, 57.6]",Yes,Bank transfer (automatic),Two year,No,No,Male,No,Yes,No,Yes,No,d1bfec56-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,Yes,Yes,Male,No,Yes,No,No,No internet service,c47cc6b8-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(38.35, 48.4]","(-0.073, 7.2]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,No,Yes,No,c4a82c04-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,Yes,"(48.4, 58.45]","(36.0, 43.2]",No,Mailed check,Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,No,d1e20372-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(50.4, 57.6]",No internet service,Bank transfer (automatic),One year,Yes,No,Male,No,Yes,No,No,No internet service,c99e25e2-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(64.8, 72.0]",No internet service,Bank transfer (automatic),Two year,No,No,Female,No,Yes,Yes,No,No internet service,c5fd122c-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,No,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Bank transfer (automatic),Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,No,cbbfce52-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,Yes,"(88.6, 98.65]","(28.8, 36.0]",No,Electronic check,Month-to-month,No,No,Male,Yes,Yes,Yes,Yes,No,d607860c-82c9-11ec-acdd-acde48001122,1
No,DSL,No,No,No,"(38.35, 48.4]","(-0.073, 7.2]",No,Credit card (automatic),Month-to-month,No,No,Female,No,Yes,No,No,No,d1352526-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,Yes,"(68.5, 78.55]","(14.4, 21.6]",No,Electronic check,Month-to-month,No,Yes,Female,No,Yes,No,Yes,No,d55fdf74-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,No,Yes,"(48.4, 58.45]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,Yes,Yes,Male,No,No,No phone service,Yes,Yes,cdad5392-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(7.2, 14.4]",No,Electronic check,One year,No,Yes,Female,No,Yes,Yes,No,Yes,ce60b02c-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(28.8, 36.0]",Yes,Electronic check,Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,No,d2fe64d0-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,No,"(68.5, 78.55]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Male,No,Yes,No,No,No,c5f756de-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,Yes,"(58.45, 68.5]","(21.6, 28.8]",Yes,Electronic check,Month-to-month,No,No,Male,No,Yes,Yes,No,No,d250ab56-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,Month-to-month,Yes,No,Male,No,Yes,No,No,No internet service,c5236f2c-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(57.6, 64.8]",No internet service,Credit card (automatic),Two year,Yes,Yes,Female,No,Yes,No,Yes,No internet service,c6f42c60-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(28.8, 36.0]",No internet service,Electronic check,Month-to-month,No,Yes,Female,No,Yes,Yes,No,No internet service,ca02c4b6-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(57.6, 64.8]",Yes,Bank transfer (automatic),Two year,No,Yes,Female,Yes,Yes,Yes,Yes,Yes,c90997ba-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,Yes,"(88.6, 98.65]","(57.6, 64.8]",Yes,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,Yes,No,No,d3256b5c-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(7.2, 14.4]",Yes,Electronic check,Month-to-month,Yes,Yes,Female,No,Yes,No,Yes,No,d4bd10aa-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,Yes,"(98.65, 108.7]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,No,Yes,Male,No,Yes,Yes,Yes,No,d402e284-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(64.8, 72.0]",No internet service,Credit card (automatic),Two year,No,No,Female,No,Yes,No,No,No internet service,c4f75cfc-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(38.35, 48.4]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Female,No,Yes,No,Yes,No,c478bd70-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(108.7, 118.75]","(64.8, 72.0]",Yes,Electronic check,Two year,No,Yes,Male,Yes,Yes,Yes,Yes,Yes,c9e86e72-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(88.6, 98.65]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,No,Yes,Female,No,Yes,Yes,Yes,Yes,c55252a6-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,No,"(58.45, 68.5]","(21.6, 28.8]",Yes,Credit card (automatic),One year,Yes,Yes,Male,No,No,No phone service,Yes,Yes,cd39ed1c-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(64.8, 72.0]",Yes,Electronic check,Two year,No,Yes,Male,No,Yes,Yes,Yes,Yes,c64f91f0-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(43.2, 50.4]",No,Credit card (automatic),Two year,No,No,Female,No,Yes,No,No,Yes,c677b446-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(50.4, 57.6]",No internet service,Credit card (automatic),Two year,No,No,Male,No,Yes,No,No,No internet service,c4c26e48-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,No,No,"(78.55, 88.6]","(28.8, 36.0]",No,Electronic check,Month-to-month,No,Yes,Male,Yes,Yes,Yes,Yes,No,cbcaee86-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(64.8, 72.0]",No internet service,Mailed check,Two year,No,Yes,Female,No,Yes,No,No,No internet service,c60178c6-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(28.8, 36.0]",No internet service,Credit card (automatic),Two year,Yes,Yes,Female,No,Yes,Yes,Yes,No internet service,ca06e8d4-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,Yes,No,"(78.55, 88.6]","(43.2, 50.4]",Yes,Mailed check,Two year,No,No,Female,No,Yes,Yes,Yes,Yes,ccf50f44-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,No,Yes,"(78.55, 88.6]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,No,Yes,Male,No,Yes,Yes,Yes,No,cbfaa914-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(48.4, 58.45]","(50.4, 57.6]",Yes,Electronic check,One year,No,No,Female,No,No,No phone service,Yes,No,ca9c4cb2-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,No,"(28.3, 38.35]","(-0.073, 7.2]",Yes,Mailed check,Month-to-month,Yes,No,Male,No,No,No phone service,No,No,c6c35f9a-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(36.0, 43.2]",No,Mailed check,Month-to-month,No,No,Male,Yes,Yes,No,Yes,Yes,d6677e0e-82c9-11ec-acdd-acde48001122,1
Yes,DSL,No,Yes,No,"(58.45, 68.5]","(7.2, 14.4]",Yes,Mailed check,Month-to-month,No,No,Female,No,Yes,No,No,No,ccb35608-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,No,Yes,"(38.35, 48.4]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,No,Yes,Female,No,No,No phone service,Yes,No,cc6a3cde-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,Yes,No,"(68.5, 78.55]","(43.2, 50.4]",No,Bank transfer (automatic),One year,No,Yes,Female,No,Yes,Yes,No,Yes,ce7c5264-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,Month-to-month,Yes,No,Female,No,Yes,No,No,No internet service,c5e8c542-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(38.35, 48.4]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Female,No,Yes,No,No,No,c47a5950-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Male,No,Yes,No,Yes,Yes,c59a863e-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No internet service,c46a503c-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(57.6, 64.8]",Yes,Bank transfer (automatic),Month-to-month,No,No,Male,Yes,Yes,Yes,Yes,Yes,d41495e2-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,Yes,"(48.4, 58.45]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Male,Yes,Yes,Yes,No,No,d20a0052-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,Yes,Yes,"(58.45, 68.5]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,Yes,Yes,Female,No,No,No phone service,No,Yes,c5438e42-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Credit card (automatic),One year,No,No,Male,No,Yes,Yes,Yes,No internet service,c920c0ac-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,Yes,Yes,Male,No,Yes,No,No,No internet service,c47cc708-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(48.4, 58.45]","(36.0, 43.2]",No,Electronic check,One year,No,Yes,Male,Yes,Yes,No,No,Yes,d0565a8a-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,Yes,"(38.35, 48.4]","(57.6, 64.8]",Yes,Credit card (automatic),One year,No,No,Female,No,No,No phone service,No,No,cc5dcb34-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(28.8, 36.0]",No internet service,Mailed check,Month-to-month,No,Yes,Female,No,Yes,No,No,No internet service,c5eda332-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,No,Yes,"(88.6, 98.65]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,No,Yes,Female,No,Yes,Yes,Yes,No,c63f1c4e-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No internet service,c49020fa-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,Yes,Yes,"(68.5, 78.55]","(14.4, 21.6]",No,Mailed check,Month-to-month,No,No,Male,No,Yes,Yes,No,No,ce4e4c8e-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(28.8, 36.0]",No internet service,Mailed check,Two year,Yes,Yes,Male,No,Yes,Yes,No,No internet service,c9e79d4e-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(28.8, 36.0]",No,Electronic check,Month-to-month,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,d42f2a42-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(7.2, 14.4]",Yes,Electronic check,Month-to-month,No,No,Male,Yes,Yes,Yes,Yes,Yes,d44e6dd0-82c9-11ec-acdd-acde48001122,1
No,DSL,No,No,No,"(48.4, 58.45]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,Yes,c4a65988-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,Yes,Yes,"(88.6, 98.65]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,Yes,Yes,Male,No,Yes,Yes,No,Yes,c4ab4b00-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,Yes,"(58.45, 68.5]","(7.2, 14.4]",No,Mailed check,Month-to-month,No,No,Female,No,Yes,Yes,Yes,No,cda9ed24-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,No,No,Yes,"(88.6, 98.65]","(64.8, 72.0]",Yes,Electronic check,One year,Yes,Yes,Male,No,Yes,Yes,No,No,cc06dcd4-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Female,Yes,Yes,No,No,No,d4f49ade-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Female,Yes,Yes,Yes,Yes,Yes,c594df9a-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Mailed check,One year,No,Yes,Female,No,Yes,No,No,No internet service,c5b1c83a-82c9-11ec-acdd-acde48001122,0
No,DSL,No,Yes,Yes,"(58.45, 68.5]","(36.0, 43.2]",No,Bank transfer (automatic),One year,No,No,Female,No,Yes,Yes,No,No,d1c26d5a-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,Yes,"(68.5, 78.55]","(14.4, 21.6]",No,Electronic check,Month-to-month,No,Yes,Female,No,Yes,No,No,No,d560ba70-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,Yes,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Male,No,Yes,Yes,Yes,No,c58e6aac-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,No,No,"(88.6, 98.65]","(28.8, 36.0]",No,Bank transfer (automatic),Month-to-month,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,d31870c8-82c9-11ec-acdd-acde48001122,1
No,DSL,Yes,Yes,Yes,"(58.45, 68.5]","(14.4, 21.6]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,No,No,No,ce5c859c-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,No,"(78.55, 88.6]","(14.4, 21.6]",No,Credit card (automatic),Month-to-month,No,No,Female,Yes,Yes,Yes,Yes,No,d3342d68-82c9-11ec-acdd-acde48001122,0
No,DSL,No,Yes,Yes,"(38.35, 48.4]","(14.4, 21.6]",No,Electronic check,Month-to-month,No,No,Female,No,No,No phone service,Yes,No,d16eb6ce-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(50.4, 57.6]",Yes,Credit card (automatic),Month-to-month,No,Yes,Female,No,Yes,Yes,Yes,Yes,d6ad2b52-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,Yes,No,Yes,"(98.65, 108.7]","(43.2, 50.4]",Yes,Credit card (automatic),Two year,No,Yes,Female,No,Yes,Yes,No,Yes,cde5b7dc-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(38.35, 48.4]","(-0.073, 7.2]",No,Mailed check,Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,No,d147d194-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,Yes,"(88.6, 98.65]","(50.4, 57.6]",No,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No,d3b7a2ba-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,Yes,"(78.55, 88.6]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,No,Yes,Female,Yes,Yes,Yes,Yes,Yes,cde160f6-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,Yes,Yes,"(98.65, 108.7]","(50.4, 57.6]",Yes,Credit card (automatic),Two year,No,No,Male,No,Yes,Yes,Yes,Yes,cb63e146-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(64.8, 72.0]",No internet service,Credit card (automatic),Two year,No,No,Female,No,Yes,No,No,No internet service,c4f75c84-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(14.4, 21.6]",No,Bank transfer (automatic),Month-to-month,No,No,Male,Yes,Yes,Yes,Yes,No,d02fe6f2-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,Yes,"(58.45, 68.5]","(28.8, 36.0]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,Yes,Yes,Yes,d24ef414-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(36.0, 43.2]",No internet service,Bank transfer (automatic),Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,No internet service,c9e44cd4-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,No,"(78.55, 88.6]","(50.4, 57.6]",No,Credit card (automatic),Month-to-month,No,No,Male,No,Yes,Yes,No,No,d337a362-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,No,No,No,"(78.55, 88.6]","(28.8, 36.0]",Yes,Credit card (automatic),Month-to-month,No,No,Female,No,Yes,Yes,No,No,cbc78ac0-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(28.8, 36.0]",No internet service,Mailed check,One year,Yes,Yes,Female,No,Yes,No,No,No internet service,c5ee72da-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(64.8, 72.0]",No internet service,Credit card (automatic),Two year,No,Yes,Male,No,Yes,Yes,No,No internet service,c48c2702-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(68.5, 78.55]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,No,Yes,Male,Yes,Yes,No,No,No,cadd1242-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Mailed check,One year,No,No,Male,No,Yes,No,No,No internet service,c4ae9eb8-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Female,No,No,No phone service,Yes,No,c4d2518c-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,No,No,"(78.55, 88.6]","(-0.073, 7.2]",Yes,Credit card (automatic),Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,Yes,cf40f25e-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Female,No,Yes,Yes,No,No,cfb1b34a-82c9-11ec-acdd-acde48001122,1
No,DSL,Yes,No,No,"(28.3, 38.35]","(14.4, 21.6]",Yes,Credit card (automatic),Month-to-month,No,No,Male,No,No,No phone service,Yes,No,d19ed5d4-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(21.6, 28.8]",No internet service,Mailed check,One year,No,Yes,Female,No,Yes,No,No,No internet service,c5c52a1a-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(36.0, 43.2]",No internet service,Mailed check,One year,Yes,Yes,Female,No,Yes,No,No,No internet service,c622f1cc-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(7.2, 14.4]",Yes,Bank transfer (automatic),Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,No,cf8d23fe-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,Yes,Female,Yes,Yes,No,No,No,cfb93282-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(57.6, 64.8]",No internet service,Mailed check,Two year,Yes,Yes,Female,No,Yes,Yes,Yes,No internet service,c507306e-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(38.35, 48.4]","(57.6, 64.8]",No,Mailed check,One year,Yes,Yes,Female,No,Yes,No,Yes,No,d124343c-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,Yes,No,"(98.65, 108.7]","(36.0, 43.2]",No,Electronic check,One year,No,No,Male,No,Yes,Yes,Yes,Yes,cb1d687e-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,One year,Yes,Yes,Male,No,Yes,No,No,No internet service,c47d926e-82c9-11ec-acdd-acde48001122,0
