Partner,Dependents,gender,OnlineSecurity,monthly_charges_bins,OnlineBackup,MultipleLines,PhoneService,PaymentMethod,InternetService,tenure_bins,StreamingMovies,TechSupport,StreamingTV,Contract,DeviceProtection,PaperlessBilling,SeniorCitizen,customerID,Churn
Yes,Yes,Male,Yes,"(98.65, 108.7]",No,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",Yes,No,Yes,Two year,Yes,No,No,0282-OMSEI,0
Yes,Yes,Female,Yes,"(78.55, 88.6]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(28.8, 36.0]",No,No,No,One year,Yes,No,No,1319-WTKFO,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(28.8, 36.0]",No internet service,No internet service,No internet service,One year,No internet service,No,No,8648-KCMKZ,0
Yes,Yes,Female,Yes,"(58.45, 68.5]",Yes,No,Yes,Mailed check,DSL,"(57.6, 64.8]",Yes,Yes,No,Two year,Yes,Yes,No,2152-PANWY,0
No,Yes,Male,No,"(48.4, 58.45]",No,Yes,Yes,Credit card (automatic),DSL,"(-0.073, 7.2]",No,No,No,Month-to-month,No,Yes,No,6480-RAMYH,0
No,No,Female,No internet service,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(57.6, 64.8]",Yes,No,Yes,Two year,No,No,No,8291-URAJO,0
No,Yes,Male,No internet service,"(98.65, 108.7]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(36.0, 43.2]",Yes,Yes,Yes,Month-to-month,Yes,Yes,No,6547-ZCKPU,1
Yes,Yes,Male,Yes,"(98.65, 108.7]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(7.2, 14.4]",Yes,No,Yes,Two year,Yes,No,Yes,1686-ERJMD,0
No,No,Male,No,"(48.4, 58.45]",No,No,Yes,Electronic check,DSL,"(-0.073, 7.2]",No,Yes,No,Month-to-month,No,Yes,No,9493-DEMBR,0
Yes,Yes,Female,Yes,"(68.5, 78.55]",No,No,Yes,Mailed check,Fiber optic,"(21.6, 28.8]",No,No,No,Month-to-month,No,No,No,3392-JWHDK,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Electronic check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,7840-YMUNW,0
Yes,No,Female,No,"(48.4, 58.45]",Yes,No,Yes,Credit card (automatic),DSL,"(-0.073, 7.2]",No,No,No,One year,No,No,Yes,9534-IZHKO,1
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(7.2, 14.4]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,5968-XWIMQ,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(21.6, 28.8]",No internet service,No internet service,No internet service,One year,No internet service,No,No,3787-NPDVS,1
No,No,Female,Yes,"(98.65, 108.7]",Yes,No,Yes,Mailed check,Fiber optic,"(50.4, 57.6]",Yes,Yes,No,Two year,Yes,No,No,9047-ZPGVA,0
Yes,No,Male,No,"(28.3, 38.35]",No,No phone service,No,Mailed check,DSL,"(28.8, 36.0]",No,Yes,Yes,Month-to-month,No,No,No,6368-YDFEM,0
No,Yes,Male,No,"(98.65, 108.7]",No,Yes,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",Yes,Yes,Yes,Two year,Yes,Yes,No,4187-OGJWY,0
Yes,Yes,Male,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,No,Two year,Yes,No,No,3380-MFUIF,0
Yes,Yes,Female,Yes,"(48.4, 58.45]",Yes,No phone service,No,Credit card (automatic),DSL,"(36.0, 43.2]",No,Yes,Yes,Two year,Yes,No,No,8695-KTYIQ,0
Yes,No,Male,No internet service,"(68.5, 78.55]",No,No,Yes,Credit card (automatic),Fiber optic,"(28.8, 36.0]",No,No,No,Month-to-month,Yes,Yes,No,6864-BNABS,0
No,Yes,Female,No internet service,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",Yes,No,Yes,Month-to-month,Yes,Yes,Yes,5274-EURPS,0
Yes,Yes,Female,Yes,"(68.5, 78.55]",No,Yes,Yes,Electronic check,DSL,"(50.4, 57.6]",No,Yes,Yes,One year,Yes,No,Yes,2415-RFQPJ,0
No,Yes,Female,Yes,"(58.45, 68.5]",No,Yes,Yes,Electronic check,DSL,"(28.8, 36.0]",No,Yes,No,One year,No,No,No,9718-RANCH,0
Yes,Yes,Female,No internet service,"(88.6, 98.65]",Yes,No,Yes,Mailed check,Fiber optic,"(57.6, 64.8]",No,No,Yes,Month-to-month,Yes,Yes,No,5982-RQZME,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(43.2, 50.4]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,0947-IKHYT,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(50.4, 57.6]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,9463-SYLYR,0
No,No,Female,No,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,No internet service,No,One year,No,Yes,No,9433-UZOCZ,1
Yes,No,Female,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(43.2, 50.4]",Yes,No,Yes,Month-to-month,Yes,No,Yes,9413-DAZZF,0
Yes,Yes,Male,Yes,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",Yes,No,Yes,One year,No,No,No,3907-NXAFM,0
Yes,Yes,Female,Yes,"(68.5, 78.55]",Yes,Yes,Yes,Electronic check,DSL,"(21.6, 28.8]",Yes,No internet service,Yes,One year,No,No,No,0297-PYFGF,0
Yes,Yes,Male,Yes,"(68.5, 78.55]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(-0.073, 7.2]",Yes,Yes,No,One year,Yes,No,No,6408-HPVKI,0
No,No,Female,No,"(38.35, 48.4]",No,No,Yes,Mailed check,DSL,"(36.0, 43.2]",No,No internet service,No,One year,No,No,No,6714-JNZUC,0
Yes,No,Male,No,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",Yes,No,Yes,Month-to-month,No,Yes,Yes,6355-CHJCL,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(28.8, 36.0]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,7782-MGWFX,0
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(7.2, 14.4]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,6082-IEPTA,0
Yes,No,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(36.0, 43.2]",Yes,No internet service,No,One year,No,No,Yes,9872-PDSMG,0
No,No,Male,No,"(38.35, 48.4]",No,No phone service,No,Electronic check,DSL,"(14.4, 21.6]",Yes,No internet service,Yes,Month-to-month,No,Yes,No,7481-KHAUN,1
Yes,Yes,Male,No,"(28.3, 38.35]",Yes,No phone service,No,Credit card (automatic),DSL,"(50.4, 57.6]",No,No,No,Two year,No,Yes,No,4132-LPQJS,0
No,No,Female,Yes,"(28.3, 38.35]",No,No phone service,No,Electronic check,DSL,"(28.8, 36.0]",No,Yes,No,Month-to-month,No,Yes,No,8341-GACJM,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(50.4, 57.6]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,8505-HFXHD,0
No,No,Female,No internet service,"(88.6, 98.65]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(21.6, 28.8]",No,No,Yes,Two year,No,Yes,Yes,4662-IVLDV,1
No,No,Female,Yes,"(48.4, 58.45]",Yes,No phone service,No,Bank transfer (automatic),DSL,"(28.8, 36.0]",Yes,Yes,No,Two year,No,Yes,No,3486-FESXG,0
No,No,Male,Yes,"(68.5, 78.55]",Yes,No,Yes,Bank transfer (automatic),DSL,"(50.4, 57.6]",Yes,Yes,Yes,One year,No,Yes,No,3266-LZBXH,0
No,No,Male,No,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,Yes,No,Two year,Yes,No,No,2169-GEQOA,0
Yes,Yes,Male,No internet service,"(98.65, 108.7]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(57.6, 64.8]",Yes,Yes,Yes,One year,Yes,Yes,No,9710-WZGQP,0
No,Yes,Female,Yes,"(78.55, 88.6]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(28.8, 36.0]",No,No,No,Two year,Yes,Yes,No,2025-VDETV,0
Yes,No,Female,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Credit card (automatic),DSL,"(-0.073, 7.2]",No,Yes,Yes,Two year,Yes,No,No,6040-NTPWR,0
Yes,No,Male,Yes,"(68.5, 78.55]",Yes,No,Yes,Bank transfer (automatic),DSL,"(28.8, 36.0]",No,Yes,Yes,One year,No,Yes,Yes,0853-RMAHJ,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,8351-SSUYH,1
Yes,Yes,Female,No internet service,"(38.35, 48.4]",Yes,No phone service,No,Mailed check,DSL,"(50.4, 57.6]",No,Yes,No,Two year,Yes,No,No,2391-TBUUQ,0
Yes,Yes,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Credit card (automatic),DSL,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,No,Yes,6973-GTNSY,1
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,4220-INOOB,1
Yes,No,Female,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,No,No,6149-CGAHE,0
No,Yes,Male,No,"(78.55, 88.6]",Yes,No,Yes,Electronic check,Fiber optic,"(50.4, 57.6]",Yes,Yes,No,Month-to-month,No,Yes,No,5891-EMLDB,1
Yes,Yes,Male,Yes,"(48.4, 58.45]",Yes,No phone service,No,Credit card (automatic),DSL,"(7.2, 14.4]",Yes,Yes,No,Two year,Yes,No,No,9086-MMNHH,0
No,Yes,Female,No,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",Yes,No,Yes,One year,No,Yes,Yes,3056-HTJPR,0
No,Yes,Male,Yes,"(48.4, 58.45]",No,No phone service,No,Mailed check,DSL,"(21.6, 28.8]",Yes,No internet service,Yes,One year,No,Yes,No,6786-VMZSV,0
Yes,No,Male,Yes,"(78.55, 88.6]",Yes,No,Yes,Bank transfer (automatic),DSL,"(57.6, 64.8]",Yes,Yes,Yes,One year,Yes,Yes,Yes,6870-DPJFE,0
Yes,No,Male,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(14.4, 21.6]",No,Yes,No,One year,No,Yes,No,5360-JSKJK,0
No,No,Male,No,"(68.5, 78.55]",No,Yes,Yes,Mailed check,Fiber optic,"(64.8, 72.0]",No,No internet service,No,Month-to-month,No,Yes,Yes,6158-BKDMR,0
Yes,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(57.6, 64.8]",No internet service,No internet service,No internet service,One year,No internet service,No,No,4644-LQXZG,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,One year,No internet service,No,No,2149-FUCIN,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(57.6, 64.8]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,5630-DEYEW,0
No,No,Male,No,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",No,No internet service,No,Month-to-month,Yes,Yes,No,4504-OFXEL,1
No,No,Female,No,"(38.35, 48.4]",No,No phone service,No,Electronic check,DSL,"(50.4, 57.6]",Yes,No,Yes,Month-to-month,No,Yes,Yes,3340-VQLBW,0
Yes,No,Female,Yes,"(108.7, 118.75]",Yes,No,Yes,Bank transfer (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,Yes,Yes,6176-QPAZJ,0
No,No,Female,Yes,"(58.45, 68.5]",Yes,No,Yes,Mailed check,DSL,"(64.8, 72.0]",No,Yes,No,Two year,No,Yes,No,8096-QJGCP,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(50.4, 57.6]",No internet service,No internet service,No internet service,One year,No internet service,No,No,6076-LXTIH,0
Yes,Yes,Male,No,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",No,No,No,One year,No,Yes,Yes,3848-NBHUQ,0
No,No,Female,No,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,No,No,Month-to-month,No,Yes,No,0594-ZVYWC,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,1106-IYBJP,0
Yes,Yes,Male,No,"(108.7, 118.75]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(28.8, 36.0]",Yes,Yes,Yes,Month-to-month,Yes,Yes,No,5671-TLIQN,0
No,No,Female,No,"(28.3, 38.35]",No,No phone service,No,Credit card (automatic),DSL,"(36.0, 43.2]",No,Yes,No,One year,No,No,No,9552-MVZIS,1
No,No,Male,No,"(68.5, 78.55]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(-0.073, 7.2]",No,No,No,Month-to-month,No,Yes,Yes,3925-SXERI,1
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(50.4, 57.6]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,9891-DZZAY,1
No,Yes,Male,No,"(78.55, 88.6]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(7.2, 14.4]",No,No,Yes,Month-to-month,No,Yes,No,4965-ILLCH,1
No,Yes,Female,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Electronic check,Fiber optic,"(43.2, 50.4]",Yes,Yes,Yes,Two year,No,Yes,No,8271-EICPS,1
No,No,Female,No,"(68.5, 78.55]",No,No,Yes,Mailed check,Fiber optic,"(-0.073, 7.2]",No,No,No,Month-to-month,No,No,No,2759-YANFF,0
Yes,Yes,Male,No,"(98.65, 108.7]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(50.4, 57.6]",Yes,No,Yes,Month-to-month,Yes,Yes,Yes,2076-SOSZT,0
Yes,No,Female,Yes,"(58.45, 68.5]",Yes,Yes,Yes,Credit card (automatic),DSL,"(36.0, 43.2]",No,Yes,No,Two year,No,Yes,No,0267-NKSMS,0
Yes,Yes,Male,Yes,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(43.2, 50.4]",No,Yes,No,One year,Yes,No,No,8926-NVIJR,0
No,Yes,Male,No internet service,"(38.35, 48.4]",No,No,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,No,No,Month-to-month,No,No,No,8766-WHTVN,1
No,No,Female,No internet service,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",Yes,No,No,One year,No,No,Yes,6255-XLIUH,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(64.8, 72.0]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,8183-FKMKL,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(64.8, 72.0]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,0170-TGSLG,0
No,No,Male,No,"(58.45, 68.5]",Yes,No,Yes,Bank transfer (automatic),DSL,"(36.0, 43.2]",No,Yes,Yes,Month-to-month,No,Yes,No,1048-HICNK,0
No,Yes,Female,No,"(88.6, 98.65]",Yes,Yes,Yes,Electronic check,Fiber optic,"(43.2, 50.4]",No,Yes,Yes,Month-to-month,No,Yes,Yes,7315-JXTAI,1
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(57.6, 64.8]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,5860-RXEZG,0
No,Yes,Male,No internet service,"(38.35, 48.4]",No,No,Yes,Credit card (automatic),DSL,"(43.2, 50.4]",No,No,No,One year,No,Yes,No,5249-RATLW,0
No,No,Female,No,"(68.5, 78.55]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(-0.073, 7.2]",No,No,No,Month-to-month,No,No,No,4669-XMZWB,1
No,Yes,Female,Yes,"(48.4, 58.45]",No,No,Yes,Bank transfer (automatic),DSL,"(50.4, 57.6]",No,No,No,Two year,No,Yes,No,4831-ORKIJ,0
Yes,No,Male,No,"(28.3, 38.35]",Yes,No phone service,No,Electronic check,DSL,"(50.4, 57.6]",No,No,No,Month-to-month,No,No,No,0228-ZVKKQ,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Credit card (automatic),No,"(28.8, 36.0]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,0886-OLBJX,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(50.4, 57.6]",No internet service,No internet service,No internet service,One year,No internet service,No,No,7027-FTVKK,0
Yes,Yes,Female,Yes,"(108.7, 118.75]",No,Yes,Yes,Mailed check,Fiber optic,"(50.4, 57.6]",Yes,Yes,Yes,Two year,Yes,Yes,No,7956-FTFJW,0
Yes,Yes,Female,No,"(78.55, 88.6]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(28.8, 36.0]",No,Yes,No,Month-to-month,Yes,No,No,2828-WZIHM,0
No,Yes,Male,No internet service,"(58.45, 68.5]",No,No,Yes,Bank transfer (automatic),DSL,"(57.6, 64.8]",Yes,No,No,One year,Yes,Yes,No,8376-XJDSH,0
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(14.4, 21.6]",No internet service,No internet service,No internet service,One year,No internet service,No,Yes,0078-MUYXF,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(28.8, 36.0]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,2051-BQRXF,0
No,Yes,Female,Yes,"(58.45, 68.5]",Yes,No,Yes,Credit card (automatic),DSL,"(14.4, 21.6]",No,Yes,No,One year,Yes,No,No,2923-FCQFW,0
No,No,Female,No,"(48.4, 58.45]",No,Yes,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,No,No,One year,No,No,Yes,8490-XDIGZ,0
Yes,Yes,Male,Yes,"(38.35, 48.4]",No,No phone service,No,Credit card (automatic),DSL,"(14.4, 21.6]",No,No,Yes,Month-to-month,No,No,No,0351-WMQMC,0
No,No,Male,No,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(50.4, 57.6]",Yes,No internet service,Yes,Month-to-month,No,Yes,No,4368-FKYRX,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(43.2, 50.4]",No internet service,No internet service,No internet service,One year,No internet service,No,No,1164-PCLQU,0
No,Yes,Female,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Credit card (automatic),DSL,"(57.6, 64.8]",Yes,Yes,No,Two year,Yes,Yes,No,8142-QFFEK,0
Yes,No,Male,Yes,"(48.4, 58.45]",No,No,Yes,Credit card (automatic),DSL,"(7.2, 14.4]",No,No,No,Two year,Yes,No,No,3977-FNGHQ,0
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,One year,No internet service,No,No,8164-ZCMTN,0
Yes,No,Male,No,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",Yes,No,Yes,One year,No,Yes,No,9469-KMIVD,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(43.2, 50.4]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,4093-BXEBY,0
No,Yes,Male,Yes,"(88.6, 98.65]",Yes,No,Yes,Mailed check,Fiber optic,"(-0.073, 7.2]",Yes,Yes,No,Month-to-month,No,Yes,No,8059-GMYYK,0
No,No,Male,No,"(68.5, 78.55]",No,No,Yes,Credit card (automatic),Fiber optic,"(14.4, 21.6]",No,Yes,No,Month-to-month,No,No,Yes,1245-JLVEA,0
Yes,No,Female,No internet service,"(68.5, 78.55]",No,No,Yes,Credit card (automatic),Fiber optic,"(36.0, 43.2]",No,No,No,Month-to-month,No,Yes,No,7492-CYUSF,0
No,Yes,Female,No,"(68.5, 78.55]",No,No,Yes,Mailed check,Fiber optic,"(-0.073, 7.2]",No,No internet service,No,Month-to-month,Yes,Yes,No,8266-SNXGD,1
No,No,Female,Yes,"(38.35, 48.4]",No,No phone service,No,Bank transfer (automatic),DSL,"(50.4, 57.6]",Yes,Yes,No,One year,No,No,No,5225-XZHSO,0
No,No,Female,Yes,"(88.6, 98.65]",Yes,No,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",Yes,No,Yes,Month-to-month,No,Yes,Yes,9089-FGNGW,1
Yes,Yes,Female,No internet service,"(58.45, 68.5]",Yes,No,Yes,Bank transfer (automatic),DSL,"(28.8, 36.0]",No,Yes,No,One year,Yes,No,No,7079-GVXMS,0
No,No,Male,No,"(28.3, 38.35]",No,No phone service,No,Credit card (automatic),DSL,"(28.8, 36.0]",No,Yes,No,One year,No,No,No,8552-LAGDP,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(28.8, 36.0]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,0780-TOOYB,0
No,No,Male,Yes,"(58.45, 68.5]",No,No,Yes,Bank transfer (automatic),DSL,"(7.2, 14.4]",Yes,No,No,Month-to-month,Yes,Yes,No,1807-XSGIO,0
Yes,No,Male,No,"(88.6, 98.65]",Yes,No,Yes,Bank transfer (automatic),Fiber optic,"(7.2, 14.4]",Yes,Yes,No,Month-to-month,No,Yes,Yes,4515-OOTWY,1
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(43.2, 50.4]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,2766-HRNFR,0
No,No,Male,Yes,"(108.7, 118.75]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(57.6, 64.8]",Yes,Yes,Yes,Two year,Yes,No,No,3931-POPKV,0
Yes,Yes,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(28.8, 36.0]",Yes,Yes,Yes,Two year,Yes,Yes,No,6670-XRFPL,0
Yes,No,Male,No internet service,"(78.55, 88.6]",Yes,Yes,Yes,Credit card (automatic),DSL,"(21.6, 28.8]",Yes,Yes,Yes,Two year,Yes,No,No,6015-WUNZD,0
No,No,Male,No,"(38.35, 48.4]",No,No,Yes,Mailed check,DSL,"(36.0, 43.2]",No,Yes,No,Month-to-month,No,Yes,No,1600-LQWSJ,0
Yes,No,Male,No,"(78.55, 88.6]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(43.2, 50.4]",No,No,No,Month-to-month,Yes,Yes,No,7788-RPPXI,1
No,No,Male,Yes,"(88.6, 98.65]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,No,One year,No,No,No,9810-ISATG,0
No,No,Female,No,"(78.55, 88.6]",Yes,No,Yes,Bank transfer (automatic),Fiber optic,"(28.8, 36.0]",No,Yes,No,One year,No,Yes,No,8631-BAUFH,0
Yes,Yes,Male,Yes,"(58.45, 68.5]",Yes,No phone service,No,Bank transfer (automatic),DSL,"(21.6, 28.8]",Yes,Yes,Yes,Two year,Yes,Yes,Yes,5889-BRIGG,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Electronic check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,9422-AECMZ,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(7.2, 14.4]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,2272-TXXHU,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(64.8, 72.0]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,5043-UBPJR,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(50.4, 57.6]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,6949-TWALY,0
Yes,Yes,Female,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(57.6, 64.8]",Yes,No,Yes,Two year,Yes,Yes,No,5550-KIKDD,1
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(14.4, 21.6]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,5292-NCJOH,0
No,No,Female,No internet service,"(68.5, 78.55]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(50.4, 57.6]",No,No,No,Month-to-month,No,No,No,6930-HJANV,1
Yes,No,Male,No internet service,"(78.55, 88.6]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(50.4, 57.6]",No,Yes,No,Month-to-month,Yes,Yes,Yes,9302-MTEWO,1
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(14.4, 21.6]",No internet service,No internet service,No internet service,One year,No internet service,No,No,7816-HKZEE,0
Yes,Yes,Female,No,"(48.4, 58.45]",Yes,Yes,Yes,Electronic check,DSL,"(7.2, 14.4]",No,No,No,Month-to-month,No,No,No,6855-LHXNJ,0
Yes,Yes,Female,No,"(48.4, 58.45]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(57.6, 64.8]",No,No internet service,No,One year,No,Yes,No,8490-ZGCRU,0
No,Yes,Female,No internet service,"(28.3, 38.35]",No,No phone service,No,Mailed check,DSL,"(7.2, 14.4]",No,Yes,No,Two year,No,Yes,No,7510-IUOBC,0
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,5440-UFZJI,0
