Contract,OnlineBackup,PhoneService,OnlineSecurity,InternetService,StreamingMovies,PaymentMethod,TechSupport,Dependents,PaperlessBilling,MultipleLines,gender,DeviceProtection,SeniorCitizen,StreamingTV,tenure_bins,monthly_charges_bins,Partner,customerID,Churn
Month-to-month,Yes,Yes,Yes,DSL,No,Credit card (automatic),Yes,No,No,No,Female,No,Yes,No,"(-0.073, 7.2]","(58.45, 68.5]",No,3147-VFHST,0
Two year,No,Yes,Yes,DSL,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,Male,No,No,Yes,"(64.8, 72.0]","(68.5, 78.55]",Yes,9082-RKYSR,1
Month-to-month,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),No,No,No,Yes,Male,No,Yes,No,"(7.2, 14.4]","(58.45, 68.5]",No,8751-JISIO,0
One year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(14.4, 21.6]","(18.148999999999997, 28.3]",Yes,5336-LPHXC,0
One year,No,No,Yes,DSL,No,Credit card (automatic),No,No,No,No phone service,Female,Yes,No,No,"(21.6, 28.8]","(28.3, 38.35]",Yes,4543-FRMJS,0
Two year,Yes,Yes,Yes,Fiber optic,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,Female,Yes,No,Yes,"(28.8, 36.0]","(108.7, 118.75]",No,6672-IBFRY,0
Two year,No,Yes,No,Fiber optic,Yes,Bank transfer (automatic),Yes,No,No,No,Male,Yes,No,Yes,"(21.6, 28.8]","(98.65, 108.7]",No,7126-QJHAT,0
Month-to-month,Yes,No,Yes,DSL,No,Credit card (automatic),Yes,Yes,No,No phone service,Female,No,No,No,"(21.6, 28.8]","(38.35, 48.4]",Yes,5596-LFRTN,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Male,Yes,Yes,Yes,"(14.4, 21.6]","(98.65, 108.7]",Yes,2002-SJNEL,1
One year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,No,No,No,Female,No internet service,No,No internet service,"(14.4, 21.6]","(18.148999999999997, 28.3]",No,5641-BTXRX,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),Yes,No,Yes,Yes,Female,Yes,No,Yes,"(-0.073, 7.2]","(108.7, 118.75]",No,0521-LRLVP,1
Two year,Yes,Yes,No,DSL,Yes,Credit card (automatic),Yes,No,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(78.55, 88.6]",Yes,8909-UUFEI,0
One year,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,No,No,Yes,"(43.2, 50.4]","(88.6, 98.65]",Yes,8274-VPYYV,0
One year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,Yes,No,Male,No internet service,No,No internet service,"(36.0, 43.2]","(18.148999999999997, 28.3]",No,7251-QPQSH,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,Yes,Yes,Female,No internet service,No,No internet service,"(28.8, 36.0]","(18.148999999999997, 28.3]",Yes,9703-CLGIG,0
Month-to-month,Yes,Yes,Yes,Fiber optic,No,Credit card (automatic),No,No,Yes,No,Female,Yes,No,No,"(36.0, 43.2]","(78.55, 88.6]",No,5297-CJMQV,1
One year,No,Yes,No,Fiber optic,Yes,Mailed check,No,Yes,Yes,Yes,Female,No,No,No,"(43.2, 50.4]","(78.55, 88.6]",Yes,7441-BDUQP,1
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,No,Yes,Yes,"(14.4, 21.6]","(78.55, 88.6]",No,1841-OAGEL,1
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,No,No,Female,No internet service,No,No internet service,"(28.8, 36.0]","(18.148999999999997, 28.3]",Yes,6165-OAGGH,1
One year,Yes,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),Yes,No,No,Yes,Female,Yes,Yes,No,"(43.2, 50.4]","(98.65, 108.7]",No,4935-MHHZV,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Male,No internet service,No,No internet service,"(43.2, 50.4]","(18.148999999999997, 28.3]",No,4269-WDTXL,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,No,Male,Yes,Yes,Yes,"(21.6, 28.8]","(88.6, 98.65]",Yes,8227-WEIPY,1
Month-to-month,Yes,Yes,Yes,DSL,Yes,Mailed check,Yes,No,Yes,No,Female,No,No,No,"(21.6, 28.8]","(68.5, 78.55]",Yes,2708-KHBAI,0
Two year,No,No,Yes,DSL,No,Credit card (automatic),Yes,Yes,No,No phone service,Female,No,No,No,"(64.8, 72.0]","(28.3, 38.35]",Yes,5844-PGEBR,0
One year,No,Yes,No,Fiber optic,Yes,Credit card (automatic),No,Yes,Yes,Yes,Female,Yes,No,Yes,"(50.4, 57.6]","(98.65, 108.7]",Yes,2889-HXLKG,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,Yes,Female,No internet service,Yes,No internet service,"(21.6, 28.8]","(18.148999999999997, 28.3]",Yes,5749-YLDPA,0
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(14.4, 21.6]","(18.148999999999997, 28.3]",No,8352-PQTUL,0
Month-to-month,No,No,No,DSL,Yes,Credit card (automatic),No,No,Yes,No phone service,Female,Yes,No,Yes,"(36.0, 43.2]","(48.4, 58.45]",No,4709-SVJEF,0
Month-to-month,No,No,No,DSL,Yes,Electronic check,No,No,Yes,No phone service,Male,Yes,Yes,No,"(-0.073, 7.2]","(38.35, 48.4]",No,7962-BTIFA,1
Two year,Yes,Yes,No,DSL,No,Credit card (automatic),No,No,No,Yes,Male,Yes,No,No,"(50.4, 57.6]","(58.45, 68.5]",Yes,9265-OBYNP,0
Two year,Yes,Yes,Yes,DSL,Yes,Bank transfer (automatic),Yes,No,No,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(88.6, 98.65]",Yes,7211-TKPCK,0
Month-to-month,No,Yes,No,Fiber optic,No,Credit card (automatic),No,No,Yes,No,Female,No,No,Yes,"(-0.073, 7.2]","(78.55, 88.6]",No,9922-KWCXH,1
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,9816-ZHGRD,0
One year,Yes,Yes,No,Fiber optic,No,Credit card (automatic),No,No,Yes,Yes,Male,Yes,No,Yes,"(43.2, 50.4]","(88.6, 98.65]",No,1311-BOTPN,0
One year,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,No,No,Yes,Female,No internet service,Yes,No internet service,"(43.2, 50.4]","(18.148999999999997, 28.3]",Yes,7871-IMMAJ,0
Month-to-month,No,Yes,No,Fiber optic,No,Mailed check,No,No,Yes,Yes,Female,No,No,Yes,"(21.6, 28.8]","(78.55, 88.6]",No,8614-KZFXT,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Male,No,Yes,No,"(28.8, 36.0]","(78.55, 88.6]",Yes,9774-IKVFA,1
One year,Yes,Yes,Yes,Fiber optic,Yes,Credit card (automatic),No,No,No,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,6980-ZTXHS,0
Month-to-month,No,Yes,No,DSL,No,Mailed check,No,No,No,No,Female,No,No,No,"(7.2, 14.4]","(38.35, 48.4]",No,2935-VNNCR,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,Yes,No,Male,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,8331-PTVRG,0
Month-to-month,No,Yes,Yes,DSL,Yes,Electronic check,No,No,Yes,Yes,Female,Yes,No,Yes,"(7.2, 14.4]","(78.55, 88.6]",No,4459-WBDJN,0
Two year,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),No,Yes,Yes,No,Male,No,No,No,"(64.8, 72.0]","(48.4, 58.45]",Yes,7436-CPPVE,0
Month-to-month,No,No,No,DSL,No,Mailed check,No,No,No,No phone service,Male,Yes,No,No,"(7.2, 14.4]","(28.3, 38.35]",No,4065-LLXDB,1
Two year,No,Yes,No,Fiber optic,Yes,Credit card (automatic),No,Yes,Yes,Yes,Male,Yes,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",Yes,0307-JWQRD,0
Month-to-month,No,Yes,No,DSL,Yes,Electronic check,No,No,Yes,No,Female,Yes,No,No,"(50.4, 57.6]","(58.45, 68.5]",No,7814-WEKGK,0
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,No,No,No,"(36.0, 43.2]","(78.55, 88.6]",Yes,1606-SJRBP,0
One year,No,No,No,DSL,Yes,Electronic check,Yes,Yes,Yes,No phone service,Male,Yes,No,Yes,"(43.2, 50.4]","(48.4, 58.45]",Yes,6115-UYZTG,0
Two year,Yes,Yes,No,DSL,Yes,Credit card (automatic),No,No,Yes,No,Female,No,No,No,"(64.8, 72.0]","(58.45, 68.5]",Yes,7602-FTIPG,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,Yes,No,Female,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,3109-VWRJR,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Bank transfer (automatic),No,No,No,No,Male,Yes,No,Yes,"(-0.073, 7.2]","(88.6, 98.65]",No,2874-HIAVJ,1
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,Yes,Male,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,1226-VRHJJ,0
Month-to-month,No,Yes,No,Fiber optic,No,Credit card (automatic),No,No,No,No,Male,No,Yes,No,"(28.8, 36.0]","(68.5, 78.55]",No,6048-QIEIF,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,6510-XUSBP,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(50.4, 57.6]","(18.148999999999997, 28.3]",Yes,4143-UZNKS,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,8671-PMPKU,1
Month-to-month,Yes,Yes,Yes,Fiber optic,No,Electronic check,Yes,No,Yes,Yes,Male,Yes,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",Yes,0652-PMUQC,1
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,Yes,Yes,Yes,Female,No internet service,No,No internet service,"(14.4, 21.6]","(18.148999999999997, 28.3]",Yes,4722-EBTVY,0
Month-to-month,No,No,No,DSL,Yes,Electronic check,No,No,No,No phone service,Male,No,No,Yes,"(7.2, 14.4]","(38.35, 48.4]",Yes,7997-DSNNW,1
One year,No,Yes,No,Fiber optic,Yes,Electronic check,No,Yes,Yes,Yes,Male,Yes,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",Yes,9697-IJTPV,0
Two year,No,Yes,Yes,DSL,Yes,Credit card (automatic),Yes,Yes,Yes,No,Female,No,Yes,Yes,"(50.4, 57.6]","(68.5, 78.55]",Yes,7070-KFJFR,0
One year,No,Yes,No,Fiber optic,Yes,Credit card (automatic),Yes,No,Yes,Yes,Female,Yes,Yes,Yes,"(36.0, 43.2]","(98.65, 108.7]",No,2249-EXERK,0
Two year,Yes,Yes,Yes,DSL,Yes,Electronic check,Yes,Yes,Yes,No,Male,Yes,No,Yes,"(57.6, 64.8]","(78.55, 88.6]",Yes,5324-TNIZX,0
One year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,Yes,No,Female,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,8473-QCSSD,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,No,Yes,No,Male,No internet service,No,No internet service,"(21.6, 28.8]","(18.148999999999997, 28.3]",No,7266-SOLBJ,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,No,No,"(7.2, 14.4]","(88.6, 98.65]",No,3152-CJJMM,0
One year,No,No,Yes,DSL,No,Electronic check,Yes,Yes,No,No phone service,Male,Yes,No,No,"(43.2, 50.4]","(38.35, 48.4]",Yes,6864-KZKIQ,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,3721-LWQYW,0
Month-to-month,No,No,No,DSL,Yes,Electronic check,No,No,No,No phone service,Male,Yes,No,Yes,"(28.8, 36.0]","(48.4, 58.45]",No,6519-CVWXE,0
Two year,Yes,No,Yes,DSL,Yes,Electronic check,No,Yes,No,No phone service,Male,Yes,No,Yes,"(57.6, 64.8]","(58.45, 68.5]",Yes,4189-AFCWL,0
Month-to-month,No,Yes,No,Fiber optic,No,Credit card (automatic),No,No,Yes,No,Female,Yes,No,No,"(43.2, 50.4]","(68.5, 78.55]",No,3940-JEJWX,0
One year,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),Yes,No,Yes,No,Female,No,Yes,Yes,"(36.0, 43.2]","(98.65, 108.7]",Yes,3150-WUWZF,1
Month-to-month,Yes,Yes,No,DSL,No,Bank transfer (automatic),Yes,No,No,Yes,Female,Yes,Yes,No,"(21.6, 28.8]","(58.45, 68.5]",No,1067-JGOYF,0
Month-to-month,No,Yes,Yes,Fiber optic,Yes,Electronic check,No,No,Yes,No,Male,No,No,Yes,"(-0.073, 7.2]","(88.6, 98.65]",Yes,8003-MZVAN,1
Two year,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),No,Yes,Yes,Yes,Female,Yes,No,No,"(64.8, 72.0]","(88.6, 98.65]",Yes,2381-DYBAB,0
Two year,No,Yes,Yes,Fiber optic,Yes,Credit card (automatic),Yes,Yes,No,Yes,Female,No,No,Yes,"(64.8, 72.0]","(98.65, 108.7]",Yes,4573-WDEFZ,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,Yes,Yes,Yes,Yes,Female,No,No,Yes,"(7.2, 14.4]","(88.6, 98.65]",Yes,0169-SHVVT,1
Month-to-month,No,No,No,DSL,Yes,Electronic check,Yes,No,Yes,No phone service,Male,Yes,Yes,No,"(7.2, 14.4]","(38.35, 48.4]",No,6893-ZIZAP,1
Two year,Yes,No,Yes,DSL,Yes,Bank transfer (automatic),Yes,No,Yes,No phone service,Male,Yes,No,Yes,"(64.8, 72.0]","(58.45, 68.5]",No,6583-KPVRS,0
Month-to-month,No,Yes,No,Fiber optic,No,Mailed check,No,No,Yes,No,Female,No,Yes,No,"(-0.073, 7.2]","(68.5, 78.55]",Yes,1099-TMJRT,1
Month-to-month,No,Yes,Yes,DSL,No,Electronic check,No,No,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(38.35, 48.4]",No,7529-UNGRX,1
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,No,Yes,Yes,"(-0.073, 7.2]","(88.6, 98.65]",Yes,5904-HCKNE,1
Month-to-month,Yes,No,Yes,DSL,Yes,Bank transfer (automatic),No,No,Yes,No phone service,Female,Yes,No,Yes,"(50.4, 57.6]","(58.45, 68.5]",Yes,2120-XEBBX,0
Two year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,Yes,Yes,No,Female,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,6006-AQDLB,0
Two year,No,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,Yes,No,No,Male,No,No,No,"(43.2, 50.4]","(48.4, 58.45]",Yes,5315-HXTIQ,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,Yes,No,Female,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,8001-EAOVR,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,Yes,No,Female,Yes,No,No,"(-0.073, 7.2]","(78.55, 88.6]",No,6521-TBGRI,0
Month-to-month,Yes,Yes,No,DSL,No,Mailed check,Yes,Yes,Yes,No,Male,Yes,No,No,"(43.2, 50.4]","(58.45, 68.5]",Yes,0003-DSGFP,0
Month-to-month,No,Yes,No,Fiber optic,No,Mailed check,No,Yes,Yes,No,Female,No,No,Yes,"(-0.073, 7.2]","(78.55, 88.6]",Yes,8008-KQNEN,1
One year,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),No,No,Yes,Yes,Female,No,No,No,"(36.0, 43.2]","(58.45, 68.5]",No,8481-ZORBE,0
Month-to-month,No,Yes,No,DSL,No,Mailed check,Yes,No,No,No,Male,Yes,No,No,"(-0.073, 7.2]","(48.4, 58.45]",No,0348-SXKOJ,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,No,Male,Yes,No,No,"(21.6, 28.8]","(88.6, 98.65]",No,8166-TJGUQ,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Mailed check,No,Yes,Yes,No,Male,No,Yes,Yes,"(28.8, 36.0]","(88.6, 98.65]",Yes,5059-CIJYK,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,Yes,No,Female,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",Yes,2394-SCIJP,0
Month-to-month,Yes,Yes,No,Fiber optic,No,Credit card (automatic),No,No,Yes,No,Female,No,No,No,"(28.8, 36.0]","(68.5, 78.55]",No,5420-UCGJC,1
Month-to-month,Yes,Yes,Yes,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,Yes,Yes,No,"(43.2, 50.4]","(78.55, 88.6]",Yes,5294-IFVLY,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,No,No,No,Male,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,0431-SSYLC,0
Month-to-month,No,Yes,Yes,DSL,No,Mailed check,No,Yes,Yes,No,Male,No,No,No,"(14.4, 21.6]","(48.4, 58.45]",No,3290-XYQDZ,0
Month-to-month,No,Yes,No,DSL,No,Mailed check,No,No,Yes,No,Female,No,No,Yes,"(-0.073, 7.2]","(48.4, 58.45]",No,4023-BZVWT,1
Month-to-month,Yes,Yes,Yes,Fiber optic,No,Credit card (automatic),No,No,Yes,Yes,Male,No,No,Yes,"(21.6, 28.8]","(88.6, 98.65]",No,8177-MZWZE,0
Month-to-month,No,Yes,No,Fiber optic,No,Mailed check,No,No,Yes,Yes,Female,Yes,Yes,No,"(21.6, 28.8]","(78.55, 88.6]",No,1200-NXPTW,0
Month-to-month,No,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,No,Yes,Yes,Female,No,No,No,"(28.8, 36.0]","(58.45, 68.5]",Yes,7325-RFWCC,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,Yes,No,Male,No,No,Yes,"(28.8, 36.0]","(88.6, 98.65]",No,0497-VZRCP,1
Month-to-month,No,Yes,Yes,Fiber optic,No,Bank transfer (automatic),No,No,Yes,No,Male,Yes,No,No,"(7.2, 14.4]","(78.55, 88.6]",No,6121-ODNDR,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,2773-GKDZZ,0
Two year,Yes,Yes,Yes,Fiber optic,Yes,Electronic check,Yes,No,Yes,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,6961-NYUJI,0
Month-to-month,No,Yes,Yes,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,No,No,No,"(7.2, 14.4]","(78.55, 88.6]",No,5140-PBJYI,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,Yes,No,Female,Yes,No,No,"(21.6, 28.8]","(88.6, 98.65]",No,3017-DRFPH,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,Yes,No,Male,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",No,5313-FIHYS,0
One year,No,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,No,No,Female,No,No,Yes,"(50.4, 57.6]","(78.55, 88.6]",No,7613-YLFOM,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,No,No,No,Female,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,3397-ZUKML,1
Two year,No,Yes,Yes,DSL,No,Electronic check,No,Yes,Yes,No,Female,No,No,Yes,"(64.8, 72.0]","(58.45, 68.5]",Yes,1318-AXXPL,0
One year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,Yes,Yes,No,Male,No internet service,No,No internet service,"(21.6, 28.8]","(18.148999999999997, 28.3]",Yes,0889-ZNMXZ,0
One year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,Yes,No,Male,No internet service,No,No internet service,"(14.4, 21.6]","(18.148999999999997, 28.3]",No,7619-LDXUZ,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,No,Yes,No,Female,No internet service,Yes,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,4444-CICLH,1
Month-to-month,Yes,Yes,No,DSL,No,Electronic check,No,No,No,No,Male,No,No,Yes,"(-0.073, 7.2]","(58.45, 68.5]",No,5392-SOVUO,0
Two year,Yes,Yes,Yes,DSL,Yes,Mailed check,Yes,Yes,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(88.6, 98.65]",Yes,0168-LMESS,0
Month-to-month,Yes,Yes,Yes,Fiber optic,No,Electronic check,Yes,No,Yes,No,Female,No,Yes,No,"(43.2, 50.4]","(78.55, 88.6]",Yes,8577-VEUBL,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,No,No,No,Female,No internet service,No,No internet service,"(36.0, 43.2]","(18.148999999999997, 28.3]",No,4090-UJNAC,0
Month-to-month,No,Yes,Yes,DSL,No,Electronic check,No,No,No,No,Male,No,No,No,"(14.4, 21.6]","(48.4, 58.45]",No,3793-LNPQZ,1
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,No,No,Yes,"(28.8, 36.0]","(98.65, 108.7]",No,7075-QINYU,0
Two year,Yes,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),Yes,No,Yes,No,Female,Yes,Yes,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,0260-HUGYB,0
Month-to-month,No,Yes,No,DSL,Yes,Credit card (automatic),Yes,Yes,Yes,No,Female,No,No,Yes,"(7.2, 14.4]","(68.5, 78.55]",No,8630-TUBRY,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,No,Yes,Yes,"(-0.073, 7.2]","(88.6, 98.65]",No,8948-YUNHV,1
One year,No,Yes,Yes,DSL,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,No,Yes,"(36.0, 43.2]","(78.55, 88.6]",Yes,0124-SMYDW,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,No,Yes,No,"(7.2, 14.4]","(68.5, 78.55]",No,6283-LLCGO,0
Month-to-month,Yes,Yes,No,DSL,No,Electronic check,Yes,Yes,Yes,No,Male,No,Yes,No,"(7.2, 14.4]","(48.4, 58.45]",No,3367-CYIMZ,0
Month-to-month,No,Yes,Yes,Fiber optic,Yes,Electronic check,No,Yes,Yes,Yes,Female,No,No,Yes,"(7.2, 14.4]","(98.65, 108.7]",Yes,2749-RHABN,1
Month-to-month,No,Yes,No,DSL,Yes,Electronic check,Yes,No,Yes,No,Male,Yes,No,Yes,"(-0.073, 7.2]","(68.5, 78.55]",No,6746-EAPGN,1
One year,No,Yes,Yes,DSL,No,Mailed check,Yes,No,No,No,Male,No,Yes,No,"(14.4, 21.6]","(48.4, 58.45]",No,4356-PZSWG,0
Month-to-month,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,No,Yes,Yes,Female,Yes,No,Yes,"(21.6, 28.8]","(68.5, 78.55]",No,0019-ZDBML,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,No,No,Male,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",No,1373-RWFGI,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(78.55, 88.6]",No,4494-KPZCN,1
Month-to-month,No,Yes,No,Fiber optic,No,Credit card (automatic),No,No,No,Yes,Male,No,No,No,"(28.8, 36.0]","(68.5, 78.55]",No,8566-DVUSQ,1
Two year,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,No,No,No,Male,Yes,No,No,"(36.0, 43.2]","(58.45, 68.5]",No,5472-TXBOL,0
Two year,Yes,Yes,Yes,DSL,No,Credit card (automatic),Yes,Yes,No,No,Male,Yes,No,Yes,"(57.6, 64.8]","(68.5, 78.55]",Yes,7187-KVUUW,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,Yes,Yes,Yes,"(-0.073, 7.2]","(88.6, 98.65]",No,3004-RHLKX,1
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Female,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,8280-CQNXY,0
One year,No,Yes,Yes,Fiber optic,Yes,Bank transfer (automatic),No,No,No,No,Male,Yes,Yes,No,"(28.8, 36.0]","(88.6, 98.65]",Yes,2515-VORXL,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Mailed check,No,No,No,No,Male,No,No,Yes,"(50.4, 57.6]","(88.6, 98.65]",Yes,7092-URBOR,0
Month-to-month,No,Yes,No,DSL,Yes,Electronic check,No,Yes,Yes,No,Male,No,No,No,"(-0.073, 7.2]","(48.4, 58.45]",No,2075-LIIKE,0
Two year,No,Yes,Yes,DSL,Yes,Electronic check,Yes,No,No,No,Female,Yes,No,Yes,"(50.4, 57.6]","(78.55, 88.6]",No,8027-YEGCS,0
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,8352-ZOIYG,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,Yes,Yes,No,Female,No,Yes,No,"(-0.073, 7.2]","(68.5, 78.55]",Yes,4111-OLUOC,1
Month-to-month,Yes,Yes,No,Fiber optic,No,Credit card (automatic),Yes,Yes,Yes,Yes,Male,No,No,No,"(21.6, 28.8]","(78.55, 88.6]",Yes,6659-OQMXW,0
