,PaymentMethod_x,PaymentMethod_y
6617,Credit card (automatic),Credit card (automatic)
6618,Credit card (automatic),Credit card (automatic)
6619,Bank transfer (automatic),Bank transfer (automatic)
6620,Electronic check,Electronic check
6621,Credit card (automatic),Credit card (automatic)
6622,Bank transfer (automatic),Bank transfer (automatic)
6623,Electronic check,Electronic check
6624,Bank transfer (automatic),Bank transfer (automatic)
6625,Electronic check,Electronic check
6626,Electronic check,Electronic check
6627,Mailed check,Mailed check
6628,Mailed check,Mailed check
6629,Credit card (automatic),Credit card (automatic)
6630,Electronic check,Electronic check
6631,Credit card (automatic),Credit card (automatic)
6632,Electronic check,Mailed check
6633,Electronic check,Electronic check
6634,Credit card (automatic),Credit card (automatic)
6635,Mailed check,Mailed check
6636,Electronic check,Electronic check
6637,Credit card (automatic),Credit card (automatic)
6638,Mailed check,Mailed check
6639,Bank transfer (automatic),Bank transfer (automatic)
6640,Mailed check,Mailed check
6641,Electronic check,Electronic check
6642,Mailed check,Mailed check
6643,Bank transfer (automatic),Bank transfer (automatic)
6644,Bank transfer (automatic),Bank transfer (automatic)
6645,Mailed check,Mailed check
6646,Mailed check,Mailed check
6647,Credit card (automatic),Credit card (automatic)
6648,Mailed check,Mailed check
6649,Credit card (automatic),Credit card (automatic)
6650,Mailed check,Mailed check
6651,Mailed check,Mailed check
6652,Credit card (automatic),Credit card (automatic)
6653,Mailed check,Mailed check
6654,Electronic check,Electronic check
6655,Mailed check,Mailed check
6656,Mailed check,Mailed check
6657,Bank transfer (automatic),Bank transfer (automatic)
6658,Electronic check,Bank transfer (automatic)
6659,Credit card (automatic),Credit card (automatic)
6660,Electronic check,Electronic check
6661,Credit card (automatic),Credit card (automatic)
6662,Credit card (automatic),Credit card (automatic)
6663,Electronic check,Electronic check
6664,Bank transfer (automatic),Bank transfer (automatic)
6665,Credit card (automatic),Credit card (automatic)
6666,Electronic check,Electronic check
6667,Electronic check,Electronic check
6668,Electronic check,Electronic check
6669,Electronic check,Credit card (automatic)
6670,Mailed check,Mailed check
6671,Mailed check,Mailed check
6672,Credit card (automatic),Credit card (automatic)
6673,Electronic check,Electronic check
6674,Mailed check,Mailed check
6675,Mailed check,Mailed check
6676,Bank transfer (automatic),Bank transfer (automatic)
6677,Electronic check,Bank transfer (automatic)
6678,Credit card (automatic),Credit card (automatic)
6679,Bank transfer (automatic),Bank transfer (automatic)
6680,Mailed check,Mailed check
6681,Electronic check,Bank transfer (automatic)
6682,Mailed check,Mailed check
6683,Electronic check,Electronic check
6684,Mailed check,Mailed check
6685,Credit card (automatic),Credit card (automatic)
6686,Credit card (automatic),Credit card (automatic)
6687,Electronic check,Electronic check
6688,Bank transfer (automatic),Bank transfer (automatic)
6689,Credit card (automatic),Credit card (automatic)
6690,Mailed check,Mailed check
6691,Bank transfer (automatic),Bank transfer (automatic)
6692,Bank transfer (automatic),Bank transfer (automatic)
6693,Electronic check,Electronic check
6694,Credit card (automatic),Credit card (automatic)
6695,Mailed check,Mailed check
6696,Electronic check,Electronic check
6697,Credit card (automatic),Credit card (automatic)
6698,Credit card (automatic),Credit card (automatic)
6699,Mailed check,Mailed check
6700,Bank transfer (automatic),Bank transfer (automatic)
6701,Bank transfer (automatic),Bank transfer (automatic)
6702,Electronic check,Electronic check
6703,Electronic check,Electronic check
6704,Electronic check,Electronic check
6705,Electronic check,Electronic check
6706,Mailed check,Mailed check
6707,Credit card (automatic),Credit card (automatic)
6708,Electronic check,Bank transfer (automatic)
6709,Electronic check,Electronic check
6710,Bank transfer (automatic),Bank transfer (automatic)
6711,Electronic check,Electronic check
6712,Electronic check,Electronic check
6713,Electronic check,Electronic check
6714,Electronic check,Electronic check
6715,Electronic check,Electronic check
6716,Credit card (automatic),Credit card (automatic)
6717,Electronic check,Mailed check
6718,Mailed check,Mailed check
6719,Credit card (automatic),Credit card (automatic)
6720,Electronic check,Electronic check
6721,Bank transfer (automatic),Bank transfer (automatic)
6722,Credit card (automatic),Credit card (automatic)
6723,Bank transfer (automatic),Bank transfer (automatic)
6724,Credit card (automatic),Credit card (automatic)
6725,Bank transfer (automatic),Bank transfer (automatic)
6726,Electronic check,Electronic check
6727,Electronic check,Electronic check
6728,Electronic check,Credit card (automatic)
6729,Bank transfer (automatic),Bank transfer (automatic)
6730,Mailed check,Mailed check
6731,Bank transfer (automatic),Bank transfer (automatic)
6732,Electronic check,Electronic check
6733,Mailed check,Mailed check
6734,Bank transfer (automatic),Bank transfer (automatic)
6735,Credit card (automatic),Credit card (automatic)
6736,Mailed check,Mailed check
6737,Bank transfer (automatic),Bank transfer (automatic)
6738,Mailed check,Mailed check
6739,Electronic check,Credit card (automatic)
6740,Credit card (automatic),Credit card (automatic)
6741,Electronic check,Electronic check
6742,Electronic check,Electronic check
6743,Electronic check,Electronic check
6744,Bank transfer (automatic),Bank transfer (automatic)
6745,Electronic check,Electronic check
6746,Mailed check,Mailed check
6747,Mailed check,Mailed check
6748,Electronic check,Electronic check
6749,Bank transfer (automatic),Bank transfer (automatic)
6750,Credit card (automatic),Credit card (automatic)
6751,Mailed check,Mailed check
6752,Mailed check,Mailed check
6753,Bank transfer (automatic),Bank transfer (automatic)
6754,Bank transfer (automatic),Bank transfer (automatic)
6755,Electronic check,Bank transfer (automatic)
6756,Bank transfer (automatic),Bank transfer (automatic)
6757,Electronic check,Electronic check
6758,Credit card (automatic),Credit card (automatic)
6759,Bank transfer (automatic),Bank transfer (automatic)
6760,Electronic check,Electronic check
6761,Mailed check,Mailed check
6762,Mailed check,Mailed check
6763,Bank transfer (automatic),Bank transfer (automatic)
6764,Electronic check,Credit card (automatic)
6765,Bank transfer (automatic),Bank transfer (automatic)
6766,Mailed check,Mailed check
6767,Electronic check,Credit card (automatic)
6768,Credit card (automatic),Credit card (automatic)
6769,Credit card (automatic),Credit card (automatic)
6770,Mailed check,Mailed check
6771,Electronic check,Electronic check
6772,Mailed check,Mailed check
6773,Electronic check,Electronic check
6774,Mailed check,Mailed check
6775,Bank transfer (automatic),Bank transfer (automatic)
6776,Credit card (automatic),Credit card (automatic)
6777,Electronic check,Electronic check
6778,Mailed check,Mailed check
6779,Mailed check,Mailed check
6780,Bank transfer (automatic),Bank transfer (automatic)
6781,Electronic check,Mailed check
6782,Electronic check,Electronic check
6783,Mailed check,Mailed check
6784,Bank transfer (automatic),Bank transfer (automatic)
6785,Credit card (automatic),Credit card (automatic)
6786,Credit card (automatic),Credit card (automatic)
6787,Electronic check,Electronic check
6788,Mailed check,Mailed check
6789,Mailed check,Mailed check
6790,Bank transfer (automatic),Bank transfer (automatic)
6791,Electronic check,Electronic check
6792,Electronic check,Electronic check
6793,Credit card (automatic),Credit card (automatic)
6794,Mailed check,Mailed check
6795,Electronic check,Electronic check
6796,Mailed check,Mailed check
6797,Mailed check,Mailed check
6798,Mailed check,Mailed check
6799,Mailed check,Mailed check
6800,Mailed check,Mailed check
6801,Bank transfer (automatic),Bank transfer (automatic)
6802,Bank transfer (automatic),Bank transfer (automatic)
6803,Credit card (automatic),Credit card (automatic)
6804,Mailed check,Mailed check
6805,Bank transfer (automatic),Bank transfer (automatic)
6806,Mailed check,Mailed check
6807,Credit card (automatic),Credit card (automatic)
6808,Electronic check,Electronic check
6809,Electronic check,Electronic check
6810,Electronic check,Electronic check
6811,Electronic check,Electronic check
6812,Bank transfer (automatic),Bank transfer (automatic)
6813,Electronic check,Electronic check
6814,Credit card (automatic),Credit card (automatic)
6815,Bank transfer (automatic),Bank transfer (automatic)
6816,Electronic check,Electronic check
6817,Credit card (automatic),Credit card (automatic)
6818,Mailed check,Mailed check
6819,Electronic check,Bank transfer (automatic)
6820,Electronic check,Credit card (automatic)
6821,Bank transfer (automatic),Bank transfer (automatic)
6822,Credit card (automatic),Credit card (automatic)
6823,Bank transfer (automatic),Bank transfer (automatic)
6824,Credit card (automatic),Credit card (automatic)
6825,Electronic check,Electronic check
6826,Credit card (automatic),Credit card (automatic)
6827,Credit card (automatic),Credit card (automatic)
6828,Mailed check,Mailed check
6829,Credit card (automatic),Credit card (automatic)
6830,Mailed check,Mailed check
6831,Electronic check,Electronic check
6832,Mailed check,Mailed check
6833,Credit card (automatic),Credit card (automatic)
6834,Mailed check,Mailed check
6835,Bank transfer (automatic),Bank transfer (automatic)
6836,Electronic check,Electronic check
6837,Electronic check,Electronic check
6838,Mailed check,Mailed check
6839,Electronic check,Electronic check
6840,Mailed check,Mailed check
6841,Mailed check,Mailed check
6842,Mailed check,Mailed check
6843,Bank transfer (automatic),Bank transfer (automatic)
6844,Mailed check,Mailed check
6845,Mailed check,Mailed check
6846,Mailed check,Mailed check
6847,Mailed check,Mailed check
6848,Credit card (automatic),Credit card (automatic)
6849,Bank transfer (automatic),Bank transfer (automatic)
6850,Bank transfer (automatic),Bank transfer (automatic)
6851,Bank transfer (automatic),Bank transfer (automatic)
6852,Mailed check,Mailed check
6853,Electronic check,Credit card (automatic)
6854,Mailed check,Mailed check
6855,Mailed check,Mailed check
6856,Credit card (automatic),Credit card (automatic)
6857,Electronic check,Electronic check
6858,Electronic check,Credit card (automatic)
6859,Mailed check,Mailed check
6860,Bank transfer (automatic),Bank transfer (automatic)
6861,Electronic check,Bank transfer (automatic)
6862,Electronic check,Electronic check
6863,Bank transfer (automatic),Bank transfer (automatic)
6864,Electronic check,Electronic check
6865,Mailed check,Mailed check
6866,Electronic check,Credit card (automatic)
6867,Bank transfer (automatic),Bank transfer (automatic)
6868,Electronic check,Electronic check
6869,Credit card (automatic),Credit card (automatic)
6870,Bank transfer (automatic),Bank transfer (automatic)
6871,Bank transfer (automatic),Bank transfer (automatic)
6872,Credit card (automatic),Credit card (automatic)
6873,Bank transfer (automatic),Bank transfer (automatic)
6874,Mailed check,Mailed check
6875,Credit card (automatic),Credit card (automatic)
6876,Electronic check,Electronic check
6877,Bank transfer (automatic),Bank transfer (automatic)
6878,Electronic check,Electronic check
6879,Electronic check,Electronic check
6880,Bank transfer (automatic),Bank transfer (automatic)
6881,Electronic check,Mailed check
6882,Credit card (automatic),Credit card (automatic)
6883,Bank transfer (automatic),Bank transfer (automatic)
6884,Electronic check,Electronic check
6885,Credit card (automatic),Credit card (automatic)
6886,Electronic check,Electronic check
6887,Bank transfer (automatic),Bank transfer (automatic)
6888,Electronic check,Mailed check
6889,Mailed check,Mailed check
6890,Electronic check,Electronic check
6891,Electronic check,Bank transfer (automatic)
6892,Bank transfer (automatic),Bank transfer (automatic)
6893,Credit card (automatic),Credit card (automatic)
6894,Electronic check,Electronic check
6895,Credit card (automatic),Credit card (automatic)
6896,Mailed check,Mailed check
6897,Bank transfer (automatic),Bank transfer (automatic)
6898,Mailed check,Mailed check
6899,Bank transfer (automatic),Bank transfer (automatic)
6900,Bank transfer (automatic),Bank transfer (automatic)
6901,Credit card (automatic),Credit card (automatic)
6902,Credit card (automatic),Credit card (automatic)
6903,Electronic check,Electronic check
