InternetService,Dependents,Partner,StreamingTV,OnlineSecurity,PaperlessBilling,SeniorCitizen,StreamingMovies,tenure_bins,PaymentMethod,DeviceProtection,Contract,TechSupport,monthly_charges_bins,MultipleLines,gender,PhoneService,OnlineBackup,original_customer_count,original_churn_sum,original_customer_ratio,original_churn_ratio,new_customer_count_float,new_customer_count_int,new_customer_optimized,new_churn_customers
DSL,No,No,No,Yes,Yes,No,No,"(28.8, 36.0]",Mailed check,No,One year,Yes,"(58.45, 68.5]",Yes,Female,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(28.8, 36.0]",Mailed check,No,Month-to-month,No,"(58.45, 68.5]",Yes,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(28.8, 36.0]",Mailed check,No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(43.2, 50.4]",Mailed check,No,One year,Yes,"(28.3, 38.35]",No phone service,Male,No,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(43.2, 50.4]",Mailed check,Yes,Two year,Yes,"(58.45, 68.5]",Yes,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(28.8, 36.0]",Electronic check,No,One year,Yes,"(58.45, 68.5]",No,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(50.4, 57.6]",Bank transfer (automatic),No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,Yes,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(38.35, 48.4]",No phone service,Female,No,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,Yes,"(-0.073, 7.2]",Bank transfer (automatic),No,Month-to-month,No,"(58.45, 68.5]",No,Male,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(64.8, 72.0]",Mailed check,Yes,Two year,Yes,"(38.35, 48.4]",No phone service,Female,No,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(64.8, 72.0]",Mailed check,No,Two year,Yes,"(58.45, 68.5]",Yes,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(64.8, 72.0]",Mailed check,No,Two year,Yes,"(58.45, 68.5]",No,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(64.8, 72.0]",Mailed check,No,One year,No,"(48.4, 58.45]",No,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(64.8, 72.0]",Credit card (automatic),Yes,One year,No,"(48.4, 58.45]",No,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(64.8, 72.0]",Bank transfer (automatic),Yes,Two year,Yes,"(38.35, 48.4]",No phone service,Female,No,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(64.8, 72.0]",Bank transfer (automatic),Yes,Two year,No,"(58.45, 68.5]",No,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(57.6, 64.8]",Credit card (automatic),Yes,Two year,Yes,"(58.45, 68.5]",No,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(57.6, 64.8]",Credit card (automatic),Yes,One year,Yes,"(68.5, 78.55]",Yes,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(57.6, 64.8]",Bank transfer (automatic),Yes,Two year,Yes,"(38.35, 48.4]",No phone service,Male,No,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(50.4, 57.6]",Electronic check,Yes,Two year,Yes,"(58.45, 68.5]",No,Male,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(50.4, 57.6]",Credit card (automatic),Yes,One year,Yes,"(58.45, 68.5]",No,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(50.4, 57.6]",Credit card (automatic),Yes,One year,Yes,"(38.35, 48.4]",No phone service,Female,No,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(50.4, 57.6]",Credit card (automatic),No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(50.4, 57.6]",Bank transfer (automatic),No,One year,Yes,"(58.45, 68.5]",Yes,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(28.8, 36.0]",Electronic check,Yes,Month-to-month,No,"(58.45, 68.5]",Yes,Male,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(28.8, 36.0]",Bank transfer (automatic),No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,No,Yes,Yes,"(50.4, 57.6]",Bank transfer (automatic),Yes,Two year,Yes,"(68.5, 78.55]",Yes,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(7.2, 14.4]",Electronic check,No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(7.2, 14.4]",Credit card (automatic),No,Month-to-month,No,"(48.4, 58.45]",Yes,Male,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(7.2, 14.4]",Bank transfer (automatic),Yes,Month-to-month,No,"(58.45, 68.5]",Yes,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(7.2, 14.4]",Bank transfer (automatic),No,Month-to-month,No,"(28.3, 38.35]",No phone service,Female,No,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Mailed check,Yes,Month-to-month,Yes,"(38.35, 48.4]",No phone service,Male,No,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,Yes,"(58.45, 68.5]",No,Female,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(28.3, 38.35]",No phone service,Male,No,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Mailed check,No,Month-to-month,No,"(28.3, 38.35]",No phone service,Female,No,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,Yes,"(48.4, 58.45]",No,Male,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(38.35, 48.4]",No,Male,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Electronic check,No,Month-to-month,No,"(28.3, 38.35]",No phone service,Female,No,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Credit card (automatic),No,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Credit card (automatic),No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(-0.073, 7.2]",Bank transfer (automatic),No,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,No,Yes,Yes,"(64.8, 72.0]",Credit card (automatic),Yes,Two year,Yes,"(68.5, 78.55]",Yes,Male,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(7.2, 14.4]",Electronic check,No,Month-to-month,No,"(28.3, 38.35]",No phone service,Male,No,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(7.2, 14.4]",Electronic check,No,Month-to-month,Yes,"(58.45, 68.5]",Yes,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(21.6, 28.8]",Mailed check,No,Month-to-month,Yes,"(58.45, 68.5]",Yes,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(7.2, 14.4]",Mailed check,No,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(21.6, 28.8]",Mailed check,No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(21.6, 28.8]",Electronic check,No,One year,Yes,"(58.45, 68.5]",No,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(21.6, 28.8]",Electronic check,No,Month-to-month,No,"(48.4, 58.45]",Yes,Male,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(21.6, 28.8]",Electronic check,No,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(21.6, 28.8]",Electronic check,No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(21.6, 28.8]",Credit card (automatic),No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(21.6, 28.8]",Bank transfer (automatic),No,Month-to-month,No,"(48.4, 58.45]",Yes,Male,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(21.6, 28.8]",Bank transfer (automatic),No,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(14.4, 21.6]",Mailed check,Yes,Month-to-month,No,"(58.45, 68.5]",Yes,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(14.4, 21.6]",Mailed check,No,One year,Yes,"(38.35, 48.4]",No phone service,Female,No,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(14.4, 21.6]",Mailed check,No,Month-to-month,No,"(48.4, 58.45]",Yes,Female,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(14.4, 21.6]",Electronic check,Yes,One year,Yes,"(58.45, 68.5]",No,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(14.4, 21.6]",Electronic check,No,Month-to-month,No,"(48.4, 58.45]",No,Female,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(14.4, 21.6]",Credit card (automatic),No,Month-to-month,No,"(48.4, 58.45]",No,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(7.2, 14.4]",Mailed check,Yes,Month-to-month,Yes,"(58.45, 68.5]",Yes,Female,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
DSL,No,No,No,Yes,Yes,No,No,"(7.2, 14.4]",Mailed check,No,One year,Yes,"(48.4, 58.45]",No,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,No,No,No,Yes,Yes,No,No,"(7.2, 14.4]",Mailed check,No,One year,Yes,"(28.3, 38.35]",No phone service,Female,No,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,Yes,No,No,No,No,No,No,"(7.2, 14.4]",Electronic check,No,Month-to-month,No,"(18.148999999999997, 28.3]",No phone service,Female,No,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
DSL,Yes,No,No,No,No,No,No,"(7.2, 14.4]",Mailed check,No,Month-to-month,No,"(18.148999999999997, 28.3]",No phone service,Male,No,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,Yes,No,Yes,No,Yes,"(-0.073, 7.2]",Bank transfer (automatic),Yes,Month-to-month,No,"(88.6, 98.65]",Yes,Male,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Mailed check,No,Month-to-month,Yes,"(78.55, 88.6]",No,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(28.8, 36.0]",Credit card (automatic),No,Month-to-month,Yes,"(78.55, 88.6]",Yes,Female,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(28.8, 36.0]",Credit card (automatic),No,Month-to-month,No,"(68.5, 78.55]",Yes,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(28.8, 36.0]",Credit card (automatic),No,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(28.8, 36.0]",Credit card (automatic),No,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(28.8, 36.0]",Bank transfer (automatic),No,One year,Yes,"(78.55, 88.6]",No,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(28.8, 36.0]",Bank transfer (automatic),No,Month-to-month,No,"(78.55, 88.6]",Yes,Male,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(28.8, 36.0]",Bank transfer (automatic),No,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Mailed check,Yes,Month-to-month,Yes,"(78.55, 88.6]",Yes,Male,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Mailed check,No,Month-to-month,No,"(78.55, 88.6]",Yes,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(64.8, 72.0]",Bank transfer (automatic),Yes,One year,Yes,"(88.6, 98.65]",Yes,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Electronic check,Yes,One year,Yes,"(78.55, 88.6]",No,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Electronic check,Yes,Month-to-month,Yes,"(78.55, 88.6]",No,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Electronic check,Yes,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Electronic check,No,Month-to-month,Yes,"(78.55, 88.6]",Yes,Male,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Electronic check,No,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",Yes,Male,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Credit card (automatic),No,One year,No,"(68.5, 78.55]",Yes,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Credit card (automatic),No,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(28.8, 36.0]",Credit card (automatic),Yes,Month-to-month,No,"(78.55, 88.6]",No,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(28.8, 36.0]",Electronic check,No,Month-to-month,Yes,"(68.5, 78.55]",No,Male,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(36.0, 43.2]",Bank transfer (automatic),No,One year,No,"(68.5, 78.55]",No,Male,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(36.0, 43.2]",Credit card (automatic),No,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(57.6, 64.8]",Bank transfer (automatic),Yes,One year,No,"(78.55, 88.6]",Yes,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(50.4, 57.6]",Mailed check,No,One year,No,"(78.55, 88.6]",Yes,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(50.4, 57.6]",Mailed check,No,Month-to-month,Yes,"(78.55, 88.6]",No,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(50.4, 57.6]",Electronic check,Yes,Month-to-month,Yes,"(78.55, 88.6]",Yes,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(50.4, 57.6]",Electronic check,Yes,Month-to-month,No,"(78.55, 88.6]",No,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(50.4, 57.6]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",Yes,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(50.4, 57.6]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(50.4, 57.6]",Bank transfer (automatic),No,Month-to-month,No,"(78.55, 88.6]",Yes,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(43.2, 50.4]",Electronic check,Yes,Month-to-month,Yes,"(78.55, 88.6]",Yes,Female,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(43.2, 50.4]",Credit card (automatic),Yes,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(43.2, 50.4]",Bank transfer (automatic),Yes,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(43.2, 50.4]",Bank transfer (automatic),No,Month-to-month,No,"(68.5, 78.55]",Yes,Male,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(36.0, 43.2]",Mailed check,No,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(36.0, 43.2]",Electronic check,Yes,Two year,Yes,"(78.55, 88.6]",No,Female,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(36.0, 43.2]",Electronic check,No,Month-to-month,Yes,"(68.5, 78.55]",No,Male,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(36.0, 43.2]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",Yes,Male,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(36.0, 43.2]",Credit card (automatic),Yes,Month-to-month,Yes,"(78.55, 88.6]",No,Female,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Bank transfer (automatic),Yes,Month-to-month,No,"(78.55, 88.6]",Yes,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(21.6, 28.8]",Bank transfer (automatic),No,Month-to-month,No,"(68.5, 78.55]",Yes,Female,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(14.4, 21.6]",Mailed check,No,Month-to-month,No,"(78.55, 88.6]",Yes,Male,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(7.2, 14.4]",Electronic check,Yes,Month-to-month,No,"(78.55, 88.6]",No,Male,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(7.2, 14.4]",Electronic check,No,Month-to-month,Yes,"(68.5, 78.55]",No,Male,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(7.2, 14.4]",Electronic check,No,Month-to-month,No,"(68.5, 78.55]",No,Male,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(7.2, 14.4]",Credit card (automatic),No,Month-to-month,Yes,"(78.55, 88.6]",Yes,Female,Yes,No,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(7.2, 14.4]",Credit card (automatic),No,Month-to-month,Yes,"(78.55, 88.6]",No,Female,Yes,Yes,1,0,0.0001419849495953429,0.0,1.0102229163708647,1.0,1,0
Fiber optic,No,No,No,No,Yes,No,No,"(7.2, 14.4]",Credit card (automatic),No,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(7.2, 14.4]",Credit card (automatic),No,Month-to-month,No,"(68.5, 78.55]",No,Female,Yes,No,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(7.2, 14.4]",Bank transfer (automatic),No,Month-to-month,No,"(78.55, 88.6]",Yes,Male,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
Fiber optic,No,No,No,No,Yes,No,No,"(7.2, 14.4]",Bank transfer (automatic),No,Month-to-month,No,"(78.55, 88.6]",Yes,Female,Yes,Yes,1,1,0.0001419849495953429,1.0,1.0102229163708647,1.0,1,1
