PaymentMethod,OnlineSecurity,DeviceProtection,MultipleLines,Partner,SeniorCitizen,Contract,PhoneService,tenure_bins,InternetService,Dependents,TechSupport,PaperlessBilling,gender,StreamingTV,OnlineBackup,monthly_charges_bins,StreamingMovies,customerID,Churn
Electronic check,Yes,Yes,No,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,Yes,Yes,Yes,Female,No,Yes,"(68.5, 78.55]",Yes,f09c597e-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",No,No,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7a99124-773a-11ec-b2a1-acde48001122,0
Mailed check,No,Yes,No,No,No,Two year,Yes,"(50.4, 57.6]",DSL,No,No,Yes,Female,No,Yes,"(58.45, 68.5]",Yes,ee5c97fa-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7a8c096-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,Yes,Yes,Yes,No,One year,Yes,"(64.8, 72.0]",DSL,Yes,Yes,Yes,Female,No,Yes,"(68.5, 78.55]",Yes,f2c04d5a-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,No phone service,No,No,One year,No,"(36.0, 43.2]",DSL,No,No,No,Male,Yes,Yes,"(58.45, 68.5]",Yes,f920db38-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,No,No,No,No,One year,Yes,"(21.6, 28.8]",DSL,No,Yes,No,Male,Yes,No,"(68.5, 78.55]",Yes,f425f99c-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,No,No,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,No,Yes,Male,Yes,No,"(78.55, 88.6]",No,e837bfb2-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),No internet service,No internet service,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",No,Yes,No internet service,Yes,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e802df86-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,No,No,Yes,Yes,One year,Yes,"(28.8, 36.0]",Fiber optic,No,Yes,Yes,Male,No,Yes,"(88.6, 98.65]",Yes,f16e7f12-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,e7c3e556-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,No,No,No,Month-to-month,Yes,"(7.2, 14.4]",No,Yes,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e89a5672-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,Yes,No,"(78.55, 88.6]",No,faa869bc-773a-11ec-b2a1-acde48001122,1
Electronic check,No,Yes,Yes,No,Yes,Month-to-month,Yes,"(50.4, 57.6]",Fiber optic,No,No,Yes,Male,Yes,No,"(98.65, 108.7]",Yes,ead60a12-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,Yes,No,No,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,No,No,No,Male,No,No,"(68.5, 78.55]",No,e908a0e6-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,Yes,No,No,Month-to-month,Yes,"(7.2, 14.4]",DSL,No,No,No,Male,No,No,"(48.4, 58.45]",No,e9e719de-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,No,Yes,No,Two year,Yes,"(36.0, 43.2]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e863e862-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,Yes,Yes,No,No,Two year,Yes,"(57.6, 64.8]",Fiber optic,No,Yes,Yes,Female,Yes,Yes,"(108.7, 118.75]",Yes,fe0e337a-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,No,No,Yes,No,Two year,Yes,"(7.2, 14.4]",DSL,Yes,No,Yes,Male,No,Yes,"(58.45, 68.5]",Yes,f3e4e4a2-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,No,No,Two year,Yes,"(36.0, 43.2]",No,No,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7bcd5c2-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",Fiber optic,Yes,Yes,Yes,Male,No,Yes,"(78.55, 88.6]",No,ed951036-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,No,No phone service,No,No,Two year,No,"(28.8, 36.0]",DSL,No,No,No,Female,No,No,"(28.3, 38.35]",No,f30d68b0-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,No,Yes,Yes,No,One year,Yes,"(64.8, 72.0]",Fiber optic,No,Yes,Yes,Female,Yes,Yes,"(98.65, 108.7]",No,f3808dd6-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,Yes,Yes,No,No,Month-to-month,Yes,"(64.8, 72.0]",Fiber optic,No,Yes,Yes,Female,No,Yes,"(98.65, 108.7]",Yes,f5a061e0-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,Yes,No,Yes,Two year,Yes,"(57.6, 64.8]",Fiber optic,No,No,Yes,Female,No,Yes,"(78.55, 88.6]",No,fcb12320-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,No,No,One year,Yes,"(14.4, 21.6]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7e0b99c-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,Yes,Yes,Male,No,No,"(78.55, 88.6]",No,ec9bf6c2-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),Yes,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,Yes,Yes,No,Male,Yes,Yes,"(88.6, 98.65]",Yes,e7e27ebc-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,No,No,Yes,No,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,Yes,No,No,Male,No,No,"(68.5, 78.55]",No,ef95fd5a-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,Yes,No,Yes,Month-to-month,Yes,"(28.8, 36.0]",Fiber optic,No,No,Yes,Female,Yes,Yes,"(98.65, 108.7]",Yes,ea8733e2-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No,No,No,One year,Yes,"(7.2, 14.4]",DSL,No,Yes,No,Female,No,Yes,"(58.45, 68.5]",Yes,f1c3a0a0-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,Yes,No phone service,Yes,No,Two year,No,"(64.8, 72.0]",DSL,No,Yes,Yes,Female,No,Yes,"(38.35, 48.4]",No,f588b702-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,No,Yes,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,e808f97a-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,No,Yes,No,One year,Yes,"(28.8, 36.0]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,edb0fc74-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,No,Yes,No,Month-to-month,Yes,"(28.8, 36.0]",No,Yes,No internet service,Yes,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,fd4eae24-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,No,No,No,One year,Yes,"(14.4, 21.6]",DSL,Yes,Yes,No,Female,No,Yes,"(58.45, 68.5]",No,f93a6d6e-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,Yes,No,No,Two year,Yes,"(21.6, 28.8]",No,No,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e8f894ee-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),Yes,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,No,Yes,No,Male,Yes,Yes,"(88.6, 98.65]",Yes,e8a97f08-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,Yes,No phone service,No,No,Two year,No,"(64.8, 72.0]",DSL,No,Yes,Yes,Female,Yes,Yes,"(58.45, 68.5]",Yes,f514e34a-773a-11ec-b2a1-acde48001122,0
Mailed check,No,Yes,No,No,No,One year,Yes,"(36.0, 43.2]",DSL,No,Yes,Yes,Male,No,No,"(58.45, 68.5]",Yes,ee61adee-773a-11ec-b2a1-acde48001122,1
Electronic check,Yes,No,No,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,f0dd9240-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),No,No,Yes,No,No,Month-to-month,Yes,"(28.8, 36.0]",Fiber optic,No,No,Yes,Male,No,No,"(78.55, 88.6]",Yes,f5d8ac80-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,No,No phone service,Yes,No,One year,No,"(43.2, 50.4]",DSL,Yes,No,Yes,Male,Yes,Yes,"(48.4, 58.45]",Yes,f6b4870a-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),Yes,Yes,No phone service,Yes,Yes,Two year,No,"(64.8, 72.0]",DSL,No,Yes,Yes,Male,Yes,Yes,"(58.45, 68.5]",Yes,f583625c-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,Yes,No phone service,Yes,No,One year,No,"(64.8, 72.0]",DSL,No,Yes,No,Female,Yes,Yes,"(58.45, 68.5]",Yes,f50a22f2-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"(50.4, 57.6]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,f04c51b8-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),Yes,No,Yes,Yes,No,Two year,Yes,"(50.4, 57.6]",DSL,Yes,Yes,Yes,Male,No,Yes,"(68.5, 78.55]",Yes,f9ad930c-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,e7ad249c-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),Yes,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,Yes,Yes,No,Male,Yes,No,"(78.55, 88.6]",Yes,f48fb6f2-773a-11ec-b2a1-acde48001122,0
Mailed check,No,Yes,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,No,Female,No,No,"(78.55, 88.6]",No,ee9e11a8-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),Yes,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,No,Yes,No,Male,Yes,Yes,"(88.6, 98.65]",Yes,fb1ce472-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,No,No,One year,Yes,"(-0.073, 7.2]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7bb1656-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Male,Yes,No,"(88.6, 98.65]",Yes,e82bfcea-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,No,Yes,No,Two year,Yes,"(64.8, 72.0]",Fiber optic,Yes,No,Yes,Male,Yes,Yes,"(98.65, 108.7]",Yes,f8a4bbb6-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,Yes,No,Yes,Month-to-month,Yes,"(21.6, 28.8]",Fiber optic,No,No,Yes,Female,No,Yes,"(88.6, 98.65]",Yes,eba8d794-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),No internet service,No internet service,No,No,No,One year,Yes,"(14.4, 21.6]",No,No,No internet service,Yes,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,fe441f6c-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No internet service,No internet service,Yes,No,No,One year,Yes,"(50.4, 57.6]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,f3d4e87c-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,No,No,No,Male,Yes,No,"(78.55, 88.6]",No,fa46eb1a-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,No phone service,Yes,No,One year,No,"(43.2, 50.4]",DSL,Yes,Yes,Yes,Male,Yes,No,"(48.4, 58.45]",Yes,ea67500e-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,Yes,Yes,Yes,Yes,Two year,Yes,"(64.8, 72.0]",Fiber optic,No,Yes,Yes,Female,Yes,No,"(108.7, 118.75]",Yes,ef510416-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,No,No,Two year,Yes,"(14.4, 21.6]",No,No,No internet service,Yes,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e8ebe8fc-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,Yes,Yes,Yes,No,Two year,Yes,"(64.8, 72.0]",Fiber optic,No,Yes,Yes,Male,Yes,Yes,"(108.7, 118.75]",Yes,e8edb2ae-773a-11ec-b2a1-acde48001122,1
Electronic check,Yes,Yes,Yes,No,No,One year,Yes,"(36.0, 43.2]",Fiber optic,No,No,Yes,Male,No,Yes,"(98.65, 108.7]",Yes,f27ebfd4-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,Yes,Yes,Yes,No,Month-to-month,Yes,"(64.8, 72.0]",Fiber optic,No,No,Yes,Female,No,Yes,"(78.55, 88.6]",No,f7f67664-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Male,No,No,"(68.5, 78.55]",No,e7ab633c-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,Yes,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,No,Male,No,No,"(38.35, 48.4]",No,e7fbde5c-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7bdb460-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,No,Yes,Yes,Month-to-month,Yes,"(28.8, 36.0]",DSL,Yes,Yes,Yes,Male,Yes,Yes,"(68.5, 78.55]",Yes,ebed374a-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,No,No,No,No,Two year,Yes,"(36.0, 43.2]",DSL,No,Yes,Yes,Male,No,No,"(48.4, 58.45]",No,f660aa22-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,Yes,Yes,Yes,No,Month-to-month,Yes,"(28.8, 36.0]",Fiber optic,Yes,No,Yes,Male,No,No,"(88.6, 98.65]",Yes,fdecb1c8-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,Yes,No,No,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,No,Yes,Yes,Female,No,No,"(78.55, 88.6]",No,fc655d14-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,Yes,No,No,One year,Yes,"(21.6, 28.8]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,fcd4f0e8-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,No,No,Yes,No,Month-to-month,Yes,"(14.4, 21.6]",Fiber optic,No,No,Yes,Male,No,No,"(68.5, 78.55]",No,e89501e0-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,Yes,Yes,Yes,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Male,Yes,No,"(78.55, 88.6]",No,ee7e52e6-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),No internet service,No internet service,No,Yes,No,Two year,Yes,"(43.2, 50.4]",No,Yes,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7f304a8-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,Yes,Yes,No,Two year,Yes,"(14.4, 21.6]",No,Yes,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e9956594-773a-11ec-b2a1-acde48001122,0
Mailed check,Yes,Yes,No phone service,No,No,Month-to-month,No,"(-0.073, 7.2]",DSL,No,Yes,No,Male,No,No,"(38.35, 48.4]",No,e8dd9554-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Male,Yes,No,"(78.55, 88.6]",No,e7b6b3fe-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),No,No,Yes,Yes,No,Two year,Yes,"(57.6, 64.8]",Fiber optic,No,Yes,Yes,Female,Yes,Yes,"(98.65, 108.7]",Yes,f64fcf86-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,Yes,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,Yes,No,"(78.55, 88.6]",No,fbcf0206-773a-11ec-b2a1-acde48001122,1
Mailed check,No internet service,No internet service,No,No,No,Two year,Yes,"(7.2, 14.4]",No,No,No internet service,Yes,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,ede49b1a-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,Yes,No,No,No,Month-to-month,Yes,"(43.2, 50.4]",DSL,No,No,Yes,Male,Yes,No,"(68.5, 78.55]",Yes,f0c41c3e-773a-11ec-b2a1-acde48001122,0
Mailed check,No,Yes,No,Yes,No,Month-to-month,Yes,"(7.2, 14.4]",Fiber optic,Yes,No,Yes,Male,Yes,No,"(88.6, 98.65]",Yes,eecc1bca-773a-11ec-b2a1-acde48001122,1
Mailed check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,Yes,Female,No,No,"(38.35, 48.4]",No,e7ba329a-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,No,No phone service,Yes,No,One year,No,"(36.0, 43.2]",DSL,Yes,Yes,Yes,Female,Yes,Yes,"(48.4, 58.45]",No,f32b7724-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Male,No,Yes,"(88.6, 98.65]",Yes,fc6c39b8-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Female,Yes,No,"(88.6, 98.65]",Yes,e81214c4-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,No,Female,No,Yes,"(48.4, 58.45]",No,e8322d2c-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),No,No,Yes,Yes,No,One year,Yes,"(57.6, 64.8]",Fiber optic,No,No,Yes,Male,Yes,No,"(88.6, 98.65]",Yes,f62f52a6-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,No,Yes,No,Two year,Yes,"(43.2, 50.4]",No,Yes,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e92e5b42-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,Yes,Female,No,No,"(38.35, 48.4]",No,e7ba325e-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,Yes,No,Yes,No,One year,Yes,"(64.8, 72.0]",Fiber optic,Yes,No,Yes,Male,Yes,Yes,"(98.65, 108.7]",Yes,e8f7b10a-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,No,Yes,No,Month-to-month,Yes,"(14.4, 21.6]",No,No,No internet service,Yes,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,fd50fc06-773a-11ec-b2a1-acde48001122,0
Mailed check,No,Yes,Yes,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,Yes,Yes,Yes,Female,No,No,"(78.55, 88.6]",No,ee9c0278-773a-11ec-b2a1-acde48001122,1
Mailed check,No,Yes,No,No,No,Two year,Yes,"(43.2, 50.4]",DSL,No,Yes,No,Female,Yes,No,"(68.5, 78.55]",Yes,ee5ea108-773a-11ec-b2a1-acde48001122,0
Bank transfer (automatic),Yes,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,Yes,Yes,Yes,Male,No,Yes,"(68.5, 78.55]",Yes,f423ce2e-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,Yes,No,No,Female,No,No,"(78.55, 88.6]",Yes,fa3a34b0-773a-11ec-b2a1-acde48001122,1
Mailed check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Male,No,No,"(68.5, 78.55]",No,e7ef8a58-773a-11ec-b2a1-acde48001122,1
Electronic check,No,Yes,No,No,No,One year,Yes,"(-0.073, 7.2]",DSL,No,No,Yes,Female,Yes,No,"(68.5, 78.55]",Yes,ec946efc-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),Yes,Yes,No,Yes,No,Two year,Yes,"(64.8, 72.0]",DSL,Yes,Yes,Yes,Female,Yes,Yes,"(78.55, 88.6]",Yes,f8a93cfe-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No phone service,No,No,Month-to-month,No,"(7.2, 14.4]",DSL,No,No,Yes,Female,No,No,"(18.148999999999997, 28.3]",No,ebff3350-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),Yes,Yes,No,Yes,Yes,One year,Yes,"(50.4, 57.6]",Fiber optic,No,Yes,Yes,Male,Yes,No,"(98.65, 108.7]",Yes,f4ff1376-773a-11ec-b2a1-acde48001122,0
Mailed check,No,Yes,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,Yes,No,No,Male,Yes,No,"(88.6, 98.65]",Yes,ee452b38-773a-11ec-b2a1-acde48001122,1
Bank transfer (automatic),No internet service,No internet service,Yes,Yes,No,Two year,Yes,"(57.6, 64.8]",No,Yes,No internet service,Yes,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,f3a875e4-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,No,Yes,Yes,Yes,Month-to-month,Yes,"(21.6, 28.8]",Fiber optic,No,Yes,Yes,Female,Yes,No,"(98.65, 108.7]",Yes,fbb09a64-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,Yes,No,No,One year,Yes,"(50.4, 57.6]",Fiber optic,No,No,Yes,Male,Yes,No,"(78.55, 88.6]",No,ebdd2788-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No internet service,No internet service,No,Yes,No,Two year,Yes,"(-0.073, 7.2]",No,Yes,No internet service,Yes,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,fd0661aa-773a-11ec-b2a1-acde48001122,0
Mailed check,No,No,No,Yes,No,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,Yes,No,No,Male,Yes,No,"(88.6, 98.65]",Yes,f18d423a-773a-11ec-b2a1-acde48001122,1
Credit card (automatic),No,No,Yes,Yes,No,Month-to-month,Yes,"(21.6, 28.8]",Fiber optic,No,No,Yes,Female,No,No,"(68.5, 78.55]",No,fca223a2-773a-11ec-b2a1-acde48001122,1
Electronic check,No,No,Yes,Yes,Yes,Month-to-month,Yes,"(-0.073, 7.2]",Fiber optic,No,No,Yes,Male,No,No,"(68.5, 78.55]",No,e7faff46-773a-11ec-b2a1-acde48001122,1
Mailed check,Yes,Yes,No,Yes,No,Two year,Yes,"(43.2, 50.4]",DSL,Yes,Yes,Yes,Female,Yes,No,"(78.55, 88.6]",Yes,eee8d53a-773a-11ec-b2a1-acde48001122,0
Electronic check,Yes,No,Yes,Yes,Yes,One year,Yes,"(64.8, 72.0]",Fiber optic,No,No,Yes,Male,Yes,No,"(98.65, 108.7]",Yes,f0c21380-773a-11ec-b2a1-acde48001122,0
Electronic check,No,Yes,No,No,No,One year,Yes,"(14.4, 21.6]",DSL,Yes,Yes,No,Male,Yes,Yes,"(78.55, 88.6]",Yes,ec9188cc-773a-11ec-b2a1-acde48001122,0
Credit card (automatic),No,Yes,No,No,No,One year,Yes,"(-0.073, 7.2]",DSL,No,Yes,No,Female,Yes,No,"(68.5, 78.55]",Yes,fb8609e8-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",No,No,No internet service,No,Male,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e7a8bbf0-773a-11ec-b2a1-acde48001122,0
Mailed check,No internet service,No internet service,Yes,Yes,No,Two year,Yes,"(21.6, 28.8]",No,Yes,No internet service,No,Female,No internet service,No internet service,"(18.148999999999997, 28.3]",No internet service,e8295990-773a-11ec-b2a1-acde48001122,0
Electronic check,No,No,No,No,No,Month-to-month,Yes,"(-0.073, 7.2]",DSL,No,No,No,Male,No,No,"(38.35, 48.4]",No,e7c84006-773a-11ec-b2a1-acde48001122,1
Electronic check,No,Yes,Yes,Yes,No,Month-to-month,Yes,"(36.0, 43.2]",Fiber optic,Yes,No,Yes,Male,Yes,Yes,"(88.6, 98.65]",No,e99ad5c4-773a-11ec-b2a1-acde48001122,0
